geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
hsa04621	NOD-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04621+10135+10379+115361+115362+148022+1508+1535+23236+2634+2635+29110+3428+3456+3569+3665+3725+4792+4939+4940+5580+5970+6041+6352+6772+7128+7295+8772+9447	157	28	6.582094538166027	4.2539650315933715	3.878541932067492e-11	1.2178621666691924e-8	10135;10379;115361;115362;148022;1508;1535;23236;2634;2635;29110;3428;3456;3569;3665;3725;4792;4939;4940;5580;5970;6041;6352;6772;7128;7295;8772;9447	IL6;TNFAIP3;CCL5;GBP5;OAS2;RELA;TBK1;PRKCD;IRF9;CYBA;TXN;IRF7;GBP2;AIM2;OAS3;NFKBIA;RNASEL;STAT1;IFI16;GBP4;GBP3;IFNB1;FADD;JUN;CTSB;NAMPT;TICAM1;PLCB1
hsa05164	Influenza A	http://www.kegg.jp/kegg-bin/show_pathway?hsa05164+10000+10379+148022+23586+29110+3303+3310+3383+3456+3552+3569+3665+3717+3725+4792+4939+4940+5045+5291+5970+6041+6352+64135+6772+8797+9021+91543	157	27	6.582094538166027	4.102037709036465	2.1125146076883539e-10	3.3166479340707156e-8	10000;10379;148022;23586;29110;3303;3310;3383;3456;3552;3569;3665;3717;3725;4792;4939;4940;5045;5291;5970;6041;6352;64135;6772;8797;9021;91543	IL6;CCL5;RSAD2;OAS2;RELA;TBK1;IL1A;IFIH1;IRF9;HSPA1A;IRF7;DDX58;HSPA6;ICAM1;SOCS3;OAS3;NFKBIA;RNASEL;FURIN;STAT1;JAK2;AKT3;IFNB1;JUN;PIK3CB;TNFRSF10A;TICAM1
hsa05168	Herpes simplex infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05168+10379+148022+23586+29110+3133+3134+3434+3456+3569+3600+3665+3717+3725+4792+4939+4940+5970+6041+6352+64135+6772+718+7185+8454+8740+8772+9021	166	27	6.959412059462168	3.879638074209187	7.785889710731908e-10	8.149231230566065e-8	10379;148022;23586;29110;3133;3134;3434;3456;3569;3600;3665;3717;3725;4792;4939;4940;5970;6041;6352;64135;6772;718;7185;8454;8740;8772;9021	TRAF1;IL6;CCL5;IL15;OAS2;RELA;TBK1;IFIH1;IRF9;IFIT1;HLA-E;IRF7;TNFSF14;C3;DDX58;SOCS3;OAS3;HLA-F;NFKBIA;RNASEL;STAT1;JAK2;IFNB1;FADD;JUN;CUL1;TICAM1
hsa05162	Measles	http://www.kegg.jp/kegg-bin/show_pathway?hsa05162+10000+10379+23586+29110+3303+3310+3456+3552+3561+3569+3665+3717+4792+4939+4940+5291+595+5970+64135+6772+7128+8797	119	22	4.98897611491565	4.409722454718939	2.6881208370355125e-9	2.1101748570728773e-7	10000;10379;23586;29110;3303;3310;3456;3552;3561;3569;3665;3717;4792;4939;4940;5291;595;5970;64135;6772;7128;8797	IL6;TNFAIP3;OAS2;RELA;TBK1;IL1A;IFIH1;IRF9;HSPA1A;IRF7;DDX58;IL2RG;HSPA6;CCND1;OAS3;NFKBIA;STAT1;JAK2;AKT3;IFNB1;PIK3CB;TNFRSF10A
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+10000+1435+1906+3383+3456+3569+3600+3725+4318+4792+5291+5743+5970+6352+6364+7128+7185+840+8772+9021	105	20	4.402037748454986	4.54335040789224	8.570866016910372e-9	5.382503858619713e-7	10000;1435;1906;3383;3456;3569;3600;3725;4318;4792;5291;5743;5970;6352;6364;7128;7185;840;8772;9021	TRAF1;IL6;CCL20;TNFAIP3;CCL5;IL15;PTGS2;RELA;CSF1;EDN1;MMP9;ICAM1;SOCS3;NFKBIA;CASP7;AKT3;IFNB1;FADD;JUN;PIK3CB
hsa05167	Kaposi sarcoma-associated herpesvirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05167+10000+100507436+10379+148022+1827+29110+3133+3134+3383+3456+3569+3665+3717+3725+4792+5291+5743+595+5970+6772+718+7538+808+8772+9976	170	25	7.1271087355937865	3.5077337707991565	2.859434999891164e-8	1.4964376499430425e-6	10000;100507436;10379;148022;1827;29110;3133;3134;3383;3456;3569;3665;3717;3725;4792;5291;5743;595;5970;6772;718;7538;808;8772;9976	IL6;PTGS2;RELA;RCAN1;TBK1;IRF9;HLA-E;IRF7;C3;ICAM1;ZFP36;CCND1;HLA-F;NFKBIA;MICA;STAT1;JAK2;AKT3;IFNB1;FADD;JUN;PIK3CB;TICAM1;CALM3;CLEC2B
hsa05169	Epstein-Barr virus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05169+10000+10379+23586+29110+3133+3134+3383+3456+3569+3665+3725+4616+4791+4792+4939+4940+5291+567+595+5970+6772+7128+8772+8900+960+9636	184	26	7.714047102054452	3.3704746232461456	3.455690955611601e-8	1.550124228660061e-6	10000;10379;23586;29110;3133;3134;3383;3456;3569;3665;3725;4616;4791;4792;4939;4940;5291;567;595;5970;6772;7128;8772;8900;960;9636	IL6;TNFAIP3;ISG15;CD44;OAS2;RELA;TBK1;CCNA1;NFKB2;GADD45B;IRF9;HLA-E;IRF7;DDX58;ICAM1;CCND1;OAS3;HLA-F;NFKBIA;STAT1;AKT3;IFNB1;FADD;JUN;PIK3CB;B2M
hsa05160	Hepatitis C	http://www.kegg.jp/kegg-bin/show_pathway?hsa05160+10000+10379+148022+23586+29110+3434+3456+3665+4792+4939+4940+5291+5520+5970+6041+6772+9021+9076	113	18	4.737431100718223	3.7995275535028026	8.222654263034812e-7	3.227391798241164e-5	10000;10379;148022;23586;29110;3434;3456;3665;4792;4939;4940;5291;5520;5970;6041;6772;9021;9076	OAS2;RELA;TBK1;IRF9;IFIT1;IRF7;DDX58;SOCS3;OAS3;PPP2R2A;NFKBIA;RNASEL;STAT1;AKT3;IFNB1;PIK3CB;CLDN1;TICAM1
hsa04933	AGE-RAGE signaling pathway in diabetic complications	http://www.kegg.jp/kegg-bin/show_pathway?hsa04933+10000+1277+1906+2152+23236+3383+3552+3569+3717+3725+5291+5580+595+5970+6772	83	15	3.479706029731084	4.310708971343542	1.3488823604745903e-6	4.706100679878015e-5	10000;1277;1906;2152;23236;3383;3552;3569;3717;3725;5291;5580;595;5970;6772	IL6;RELA;F3;IL1A;PRKCD;EDN1;ICAM1;CCND1;STAT1;JAK2;AKT3;JUN;PIK3CB;COL1A1;PLCB1
hsa04620	Toll-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04620+10000+148022+29110+3456+3569+3665+3725+414062+4792+5291+5970+6352+6373+6772+8772+941	95	16	3.9827960581259396	4.017278255399455	1.5942090059173353e-6	5.005816278580433e-5	10000;148022;29110;3456;3569;3665;3725;414062;4792;5291;5970;6352;6373;6772;8772;941	IL6;CCL3L3;CCL5;RELA;TBK1;IRF7;CD80;NFKBIA;STAT1;CXCL11;AKT3;IFNB1;FADD;JUN;PIK3CB;TICAM1
