Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	C0_R1.raw	C0_R2.raw	C24_R1.raw	C24_R2.raw	C0_R1.pseudo	C0_R2.pseudo	C24_R1.pseudo	C24_R2.pseudo
Interval_4	chr1	180766	184573	+	3808	89.6172852447709	-1.02279871357388	0.291314975462049	-3.51097197097964	0.000446471471101366	0.0036508617633928	121	115	93	23	137.508023376711	70.625214227269	70.0562085945116	32.9725098680562
Interval_12	chr1	730050	731170	+	1121	17.5481841039988	2.03703976224452	0.585738683574377	3.47772790045864	0.000505682969661519	0.00404911454165849	6	10	36	19	6.81857967157245	6.14132297628426	27.1185323591658	27.2381603257856
Interval_13	chr1	733420	734394	+	975	32.4858219904332	3.8289890321171	0.550427487947916	6.95639137934809	3.49099183876701e-12	2.4785438077419e-10	3	8	93	36	3.40928983578622	4.91305838102741	70.0562085945116	51.6091458804359
Interval_14	chr1	736542	738223	+	1682	45.6784823396192	2.14513375841354	0.384700894208181	5.57610806397736	2.45959169857943e-08	7.45177294459977e-07	18	18	91	46	20.4557390147173	11.0543813573117	68.5496234634468	65.9450197361125
Interval_18	chr1	867441	867970	+	530	40.697659160169	1.72730551186476	0.409779238880778	4.21520991786339	2.49545963327765e-05	0.000317686294309958	13	24	68	33	14.773589288407	14.7391751430822	51.223894456202	47.3083837237329
Interval_40	chr1	1201004	1201856	+	853	187.13569409307	1.00864768972958	0.235901251334506	4.27571996343217	1.90520585096885e-05	0.000251072358722572	61	80	189	63	69.3222266609865	49.1305838102741	142.37229488562	90.3160052907627
Interval_57	chr1	1440902	1441948	+	1047	34.6894561728738	-1.34990877138227	0.418735827832339	-3.22377184290705	0.00126514154774134	0.0086520849870489	47	49	26	8	53.4122074273175	30.0924825837929	19.5856067038419	11.4686990845413
Interval_66	chr1	1662520	1663327	+	808	21.9398463662486	1.78930114026338	0.507943656068954	3.52263704622483	0.000427276069347411	0.00351984905305826	10	24	64	30	11.3642994526207	14.7391751430822	48.2107241940725	43.0076215670299
Interval_99	chr1	2234116	2235025	+	910	152.185255462645	-0.817938002408365	0.246974641042866	-3.31182990672471	0.000926878820204163	0.00669241244738598	195	421	208	82	221.603839326104	258.549697301567	156.684853630736	117.554165616548
Interval_111	chr1	2555035	2557155	+	2121	329.714922187922	-0.919552004887363	0.194193603460123	-4.7352332337568	2.18803330374308e-06	3.84705752723671e-05	353	721	321	143	401.159770677512	442.789386590095	241.806913535895	205.002996136176
Interval_117	chr1	2821775	2822350	+	576	21.6047972515635	-1.72700284187347	0.54276350448267	-3.18186987078203	0.00146327548236405	0.00975841975619951	31	33	17	3	35.2293283031243	20.266365821738	12.8059736140505	4.30076215670299
Interval_130	chr1	3676869	3679470	+	2602	122.511303942352	-1.17929014729938	0.267436951895563	-4.40960061405391	1.03561434836863e-05	0.00014893466274401	133	276	123	35	151.145182719856	169.500514145445	92.654985560483	50.1755584948682
Interval_147	chr1	6013735	6015524	+	1790	61.6235469779493	-1.62564305166754	0.354417213860257	-4.58680613721126	4.50078248125806e-06	7.23457151129601e-05	83	204	55	21	94.3236854567522	125.282988716199	41.431091104281	30.1053350969209
Interval_148	chr1	6025347	6028955	+	3609	641.964116935694	-0.601037047849383	0.165083989126544	-3.64079551887168	0.000271796940607704	0.00240875306159559	628	1338	667	355	713.678005624583	821.709014226834	502.446141210099	508.92352187652
Interval_150	chr1	6055976	6057031	+	1056	208.291674021975	-0.834253171448049	0.205177857081076	-4.06600002220705	4.78269309822964e-05	0.000554195606946489	257	602	223	144	292.062495932353	369.707643172312	167.984242113721	206.436583521743
Interval_151	chr1	6063445	6064500	+	1056	251.962859321925	-1.01751018860719	0.213069631977022	-4.77548198288961	1.79277342660317e-06	3.22251612385082e-05	265	591	190	132	301.15393549445	362.9521878984	143.125587451153	189.233534894931
Interval_152	chr1	6099528	6101926	+	2399	48.487326228695	-1.43292406363045	0.338195763840013	-4.2369663279056	2.26560096865394e-05	0.000292202694813877	66	140	47	18	75.0043763872969	85.9785216679796	35.404750580022	25.8045729402179
Interval_153	chr1	6108954	6109771	+	818	34.7002967862566	-1.58113241278097	0.39239226466103	-4.02946886363022	5.59030194633826e-05	0.00063190824823235	46	84	25	11	52.2757774820554	51.5871130007878	18.8323141383096	15.7694612412443
Interval_168	chr1	6401551	6402279	+	729	64.8217899906959	-1.43424775405103	0.304939790456846	-4.70338013908354	2.55889344845877e-06	4.41953746911873e-05	85	176	41	33	96.5965453472763	108.087284382603	30.8849951868277	47.3083837237329
Interval_175	chr1	6502035	6502865	+	831	48.3874142042357	-1.69293812247536	0.36806221428229	-4.59959772229416	4.2330758357616e-06	6.84987117792385e-05	70	171	25	29	79.5500961683452	105.016622894461	18.8323141383096	41.5740341814622
Interval_176	chr1	6509414	6510581	+	1168	104.046727780054	-1.50552391948001	0.288669558287485	-5.2153885862141	1.83432287017908e-07	4.38037012566256e-06	145	280	60	54	164.782342063001	171.957043335959	45.1975539319429	77.4137188206538
Interval_179	chr1	6588584	6589751	+	1168	80.7858838918407	-1.29574771897933	0.301464325920608	-4.29817927883304	1.72206853012881e-05	0.000230490953264501	90	160	38	40	102.278695073587	98.2611676205481	28.6251174902305	57.3434954227065
Interval_185	chr1	6753261	6754108	+	848	49.1337725779829	2.21696687772877	0.362815623584985	6.11045041507005	9.93503427470364e-10	4.12864811676975e-08	10	37	121	54	11.3642994526207	22.7228950122518	91.1484004294183	77.4137188206538
Interval_191	chr1	6962484	6963604	+	1121	53.1398197693599	1.79179593005116	0.350901496675621	5.10626471253704	3.28589300624569e-07	7.28291608411041e-06	30	27	194	28	34.0928983578622	16.5815720359675	146.138757713282	40.1404467958945
Interval_204	chr1	7920448	7921123	+	676	39.311369027036	1.29489394458082	0.399563478944242	3.24077152396984	0.00119206685199185	0.00823549619615984	12	29	50	29	13.6371593431449	17.8098366312243	37.6646282766191	41.5740341814622
Interval_228	chr1	8238148	8239133	+	986	39.4703777683599	1.35058687072013	0.39088608605608	3.45519300609324	0.000549899023766925	0.00434174242199582	10	56	63	46	11.3642994526207	34.3914086671918	47.4574316285401	65.9450197361125
Interval_232	chr1	8387931	8388691	+	761	31.7403500388058	1.53449941320789	0.404818637329651	3.79058489828946	0.00015029294945035	0.00146689779203093	15	49	102	41	17.0464491789311	30.0924825837929	76.835841684303	58.7770828082742
Interval_243	chr1	8540418	8541413	+	996	45.9916990545872	2.09205907852269	0.352056766364256	5.94239133685088	2.80893853341383e-09	1.06338017154708e-07	13	39	107	62	14.773589288407	23.9511596075086	80.6023045119649	88.8824179051951
Interval_257	chr1	8871095	8872236	+	1142	89.9497346859768	1.37548195901157	0.256456691180141	5.36340835047816	8.16660968769173e-08	2.13427014055525e-06	32	98	162	93	36.3657582483864	60.1849651675857	122.033395616246	133.323626857793
Interval_281	chr1	9207117	9207846	+	730	27.9049068870858	2.21766899703017	0.525619138906448	4.21915572108739	2.45218865885441e-05	0.0003129056778402	6	18	68	24	6.81857967157245	11.0543813573117	51.223894456202	34.4060972536239
Interval_289	chr1	9278811	9281441	+	2631	247.889167141024	-0.863428447182564	0.232982896364413	-3.7059735313448	0.000210580291838527	0.00194972839307661	217	561	216	113	246.60529812187	344.528218969547	162.711194154995	161.995374569146
Interval_295	chr1	9315159	9316380	+	1222	115.662083683287	-1.30559829049087	0.264831833764331	-4.92991447415155	8.22656237769612e-07	1.63602345671682e-05	114	231	66	44	129.553013759876	141.864560752166	49.7173093251372	63.0778449649772
