geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa04971	Gastric acid secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04971+5331+887+5579+817+109+6752+808+5578+481+3710+3709+1131+3766+2770+482	-0.4972570009321892	-1.5352572056548044	0.0292504569849169	0.5690061985205078	30	./Project_IK_0_vs_C_0_gsea_GSEA/hsa04971.png	15	5331;887;5579;817;109;6752;808;5578;481;3710;3709;1131;3766;2770;482	ADCY3;ATP1B1;ATP1B2;CALM3;CAMK2D;CCKBR;CHRM3;GNAI1;ITPR2;ITPR3;KCNJ10;PLCB3;PRKCA;PRKCB;SSTR2
hsa00640	Propanoate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00640+55862+34+38+32+1962+3948	-0.5397540840687232	-1.550475883053547	0.03386809263125117	0.6333461220281271	22	./Project_IK_0_vs_C_0_gsea_GSEA/hsa00640.png	6	55862;34;38;32;1962;3948	ACACB;ACADM;ACAT1;ECHDC1;EHHADH;LDHC
hsa00250	Alanine, aspartate and glutamate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00250+27165+9945+790+2346+259307+2752+284716+2746+339983+122622+8528+8659+2805+159	0.46213012000205755	1.4058241108162002	0.08275862049940547	0.6467196105658964	25	./Project_IK_0_vs_C_0_gsea_GSEA/hsa00250.png	14	27165;9945;790;2346;259307;2752;284716;2746;339983;122622;8528;8659;2805;159	ADSS;ADSSL1;ALDH4A1;CAD;DDO;FOLH1;GFPT2;GLS2;GLUD1;GLUL;GOT1;IL4I1;NAT8L;RIMKLA
hsa05030	Cocaine addiction	http://www.kegg.jp/kegg-bin/show_pathway?hsa05030+1385+1386+9586+4128+468+1388+2903+8851+3725+2891+1812+2770	-0.5337151986558355	-1.4937455186578288	0.044834307904806414	0.6528079178006642	21	./Project_IK_0_vs_C_0_gsea_GSEA/hsa05030.png	12	1385;1386;9586;4128;468;1388;2903;8851;3725;2891;1812;2770	ATF2;ATF4;ATF6B;CDK5R1;CREB1;CREB5;DRD1;GNAI1;GRIA2;GRIN2A;JUN;MAOA
hsa00051	Fructose and mannose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00051+5213+5373+3099+5209+5211+6652+2203+29926+29925+7167	0.49790421069325713	1.4248992554490483	0.0901098899118464	0.6630365250495374	20	./Project_IK_0_vs_C_0_gsea_GSEA/hsa00051.png	10	5213;5373;3099;5209;5211;6652;2203;29926;29925;7167	FBP1;GMPPA;GMPPB;HK2;PFKFB3;PFKL;PFKM;PMM2;SORD;TPI1
hsa00830	Retinol metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00830+316+728635+9227+54577+1543	0.5070300234071665	1.431497915580758	0.08515283824202437	0.6863464028833103	16	./Project_IK_0_vs_C_0_gsea_GSEA/hsa00830.png	5	316;728635;9227;54577;1543	AOX1;CYP1A1;DHRS4L1;LRAT;UGT1A7
hsa05150	Staphylococcus aureus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05150+3122+719+3113+2359+3123+3117+2209+718+2204+629+3689	0.45223955925401105	1.3862077848365877	0.09034907578983763	0.6875604590204859	25	./Project_IK_0_vs_C_0_gsea_GSEA/hsa05150.png	11	3122;719;3113;2359;3123;3117;2209;718;2204;629;3689	C3;C3AR1;CFB;FCAR;FCGR1A;FPR3;HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-DRB1;ITGB2
hsa04630	JAK-STAT signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04630+316+3456+1950+1441+338376+1440+3561+9306+9466+3569+5154+6777+7297+208+8835+8503+1154+5894+10379+3597	0.35140495969904845	1.407353469616482	0.03102625290924522	0.6880113941571512	84	./Project_IK_0_vs_C_0_gsea_GSEA/hsa04630.png	20	316;3456;1950;1441;338376;1440;3561;9306;9466;3569;5154;6777;7297;208;8835;8503;1154;5894;10379;3597	AKT2;AOX1;CISH;CSF3;CSF3R;EGF;IFNB1;IFNE;IL13RA1;IL27RA;IL2RG;IL6;IRF9;PDGFA;PIK3R3;RAF1;SOCS2;SOCS6;STAT5B;TYK2
hsa05332	Graft-versus-host disease	http://www.kegg.jp/kegg-bin/show_pathway?hsa05332+3122+3113+3552+3123+3569+3117	0.4779416443665199	1.2921248157640541	0.1808278863162791	0.7037568671912516	16	./Project_IK_0_vs_C_0_gsea_GSEA/hsa05332.png	6	3122;3113;3552;3123;3569;3117	HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-DRB1;IL1A;IL6
hsa04658	Th1 and Th2 cell differentiation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04658+3122+3561+920+3113+5595+4853+3123+4094+6777+7297+3117+1147+84441+4773+3716	0.35708155896327776	1.2821175693765992	0.1273148145201046	0.7158999979939865	53	./Project_IK_0_vs_C_0_gsea_GSEA/hsa04658.png	15	3122;3561;920;3113;5595;4853;3123;4094;6777;7297;3117;1147;84441;4773;3716	CD4;CHUK;HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-DRB1;IL2RG;JAK1;MAF;MAML2;MAPK3;NFATC2;NOTCH2;STAT5B;TYK2
