geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa04080	Neuroactive ligand-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04080+3356+11255+286530+2834+624+1394+2911+2557+2358+5737+5029+5031+153+3361+2690+23620+2560+339403+1141+1146+2696+2894+59340+2859+1138	0.3339825179844846	1.410246725218411	0.021406727763282177	0.6773930967479355	91	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04080.png	25	3356;11255;286530;2834;624;1394;2911;2557;2358;5737;5029;5031;153;3361;2690;23620;2560;339403;1141;1146;2696;2894;59340;2859;1138	ADRB1;BDKRB2;CHRNA5;CHRNB2;CHRNG;CRHR1;FPR2;GABRA4;GABRB1;GHR;GIPR;GPR35;GRID1;GRM1;HRH3;HRH4;HTR2A;HTR5A;NTSR2;P2RY2;P2RY6;P2RY8;PRLHR;PTGFR;RXFP4
hsa00512	Mucin type O-glycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00512+11227+192134+63917+6483+9334	0.5225241779056932	1.4175919059747821	0.10731707290898275	0.7585240327175811	15	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00512.png	5	11227;192134;63917;6483;9334	B3GNT6;B4GALT5;GALNT11;GALNT5;ST3GAL2
hsa00770	Pantothenate and CoA biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00770+60496+55229+60490+8876+53354	0.5119732897395973	1.353268587089481	0.13483146037116525	0.8235571179119566	12	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00770.png	5	60496;55229;60490;8876;53354	AASDHPPT;PANK1;PANK4;PPCDC;VNN1
hsa04540	Gap junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04540+5155+3356+2977+6714+2911+5331+109+153	0.38702491792319005	1.4330330405731362	0.0550964185810016	0.8258615936035291	49	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04540.png	8	5155;3356;2977;6714;2911;5331;109;153	ADCY3;ADRB1;GRM1;GUCY1A2;HTR2A;PDGFB;PLCB3;SRC
hsa05150	Staphylococcus aureus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05150+3075+629+2358+712+3123+3689+2209+3122+3683+718+3117+719+3108	0.40003248704624267	1.2837699987735123	0.1228501225482798	0.8273328125478663	25	./Project_IK_1_vs_C_1_gsea_GSEA/hsa05150.png	13	3075;629;2358;712;3123;3689;2209;3122;3683;718;3117;719;3108	C1QA;C3;C3AR1;CFB;CFH;FCGR1A;FPR2;HLA-DMA;HLA-DQA1;HLA-DRA;HLA-DRB1;ITGAL;ITGB2
hsa04530	Tight junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04530+911+913+6714+51421+4478+23513+9076+912+4629+84552+8189+5519+5516+153562+5521+5520+79778+1366+10376+4771+387+5872+4637+3059	0.3186178869396892	1.3328344967164587	0.04204204191578966	0.8290036659212288	88	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04530.png	24	911;913;6714;51421;4478;23513;9076;912;4629;84552;8189;5519;5516;153562;5521;5520;79778;1366;10376;4771;387;5872;4637;3059	AMOTL2;CD1C;CD1D;CD1E;CLDN1;CLDN7;HCLS1;MARVELD2;MICALL2;MSN;MYH11;MYL6;NF2;PARD6G;PPP2CB;PPP2R1B;PPP2R2A;PPP2R2B;RAB13;RHOA;SCRIB;SRC;SYMPK;TUBA1B
hsa04512	ECM-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04512+3678+1291+3912+3339+948+3690+3909+3655+7143+3674	-0.41557670179551126	-1.3141270346612148	0.12077294666542199	0.8363231108007949	34	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04512.png	10	3678;1291;3912;3339;948;3690;3909;3655;7143;3674	CD36;COL6A1;HSPG2;ITGA2B;ITGA5;ITGA6;ITGB3;LAMA3;LAMB1;TNR
hsa04350	TGF-beta signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04350+7048+3625+3399+5515+657+6199+8454+92+4681+4052+353500+3398+1874+654	-0.38046128454439987	-1.3374847985159009	0.07923930256855895	0.858880713249906	52	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04350.png	14	7048;3625;3399;5515;657;6199;8454;92;4681;4052;353500;3398;1874;654	ACVR2A;BMP6;BMP8A;BMPR1A;CUL1;E2F4;ID2;ID3;INHBB;LTBP1;NBL1;PPP2CA;RPS6KB2;TGFBR2
hsa00051	Fructose and mannose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00051+4351+3795+6652+8790+7167+3098+3101+5373	0.4164591071348969	1.2621269757733116	0.1691176466443195	0.8601372894176863	20	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00051.png	8	4351;3795;6652;8790;7167;3098;3101;5373	FPGT;HK1;HK3;KHK;MPI;PMM2;SORD;TPI1
hsa03018	RNA degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa03018+28960+26986+25804+10200+4848+9924+118460+5394+22803+23019+87178+170506+27257+10438+84186+51010+80153	-0.374534881658734	-1.2965962921502523	0.11831442444357468	0.8614587249583758	51	./Project_IK_1_vs_C_1_gsea_GSEA/hsa03018.png	17	28960;26986;25804;10200;4848;9924;118460;5394;22803;23019;87178;170506;27257;10438;84186;51010;80153	C1D;CNOT1;CNOT2;DCPS;DHX36;EDC3;EXOSC10;EXOSC3;EXOSC6;LSM1;LSM4;MPHOSPH6;PABPC1;PAN2;PNPT1;XRN2;ZCCHC7
hsa04744	Phototransduction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04744+5148+8787+2779+91860	0.4984951845771424	1.2915425472622233	0.16267942544813535	0.8646932517900259	11	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04744.png	4	5148;8787;2779;91860	CALML4;GNAT1;PDE6G;RGS9
hsa00260	Glycine, serine and threonine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00260+2731+51268+10993+27232+6470	0.4157059898693689	1.307815410753191	0.14320388314756338	0.865701681830714	23	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00260.png	5	2731;51268;10993;27232;6470	GLDC;GNMT;PIPOX;SDS;SHMT1
hsa05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05165+841+81029+10000+8326+3678+1291+5663+7249+3912+5515+207+7482+3690+4893+6199+9586+55869+533+55012+3909+84612+9134+581+7473+1950+1147+1978+1869+3659+3655+7143+3674+3716+5700+90993+3456	-0.3078301270628874	-1.314714454207113	0.03475935824230032	0.8672495837585262	196	./Project_IK_1_vs_C_1_gsea_GSEA/hsa05165.png	36	841;81029;10000;8326;3678;1291;5663;7249;3912;5515;207;7482;3690;4893;6199;9586;55869;533;55012;3909;84612;9134;581;7473;1950;1147;1978;1869;3659;3655;7143;3674;3716;5700;90993;3456	AKT1;AKT3;ATP6V0B;BAX;CASP8;CCNE2;CHUK;COL6A1;CREB3L1;CREB5;E2F1;EGF;EIF4EBP1;FZD9;HDAC8;IFNB1;IRF1;ITGA2B;ITGA5;ITGA6;ITGB3;JAK1;LAMA3;LAMB1;NRAS;PARD6B;PPP2CA;PPP2R3C;PSEN1;PSMC1;RPS6KB2;TNR;TSC2;WNT2B;WNT3;WNT5B
hsa00760	Nicotinate and nicotinamide metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00760+683+952+133686+10135+56953+115024	-0.504122448170447	-1.3284537553976528	0.15034965008680132	0.8674869289669038	15	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00760.png	6	683;952;133686;10135;56953;115024	BST1;CD38;NADK2;NAMPT;NT5C3B;NT5M
hsa00564	Glycerophospholipid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00564+56985+9926+55326+5338+8681+1040+56261+1608+11313+56895+23646+5130+23171+10908+9791+43+64850+23761+129642+9489+9468+391013	-0.38309834367421947	-1.298755945987486	0.09797822690827647	0.8818769357466388	48	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00564.png	22	56985;9926;55326;5338;8681;1040;56261;1608;11313;56895;23646;5130;23171;10908;9791;43;64850;23761;129642;9489;9468;391013	ACHE;ADPRM;AGPAT4;AGPAT5;CDS1;DGKG;ETNPPL;GPCPD1;GPD1L;JMJD7-PLA2G4B;LPGAT1;LYPLA2;MBOAT2;PCYT1A;PCYT1B;PGS1;PISD;PLA2G2C;PLD2;PLD3;PNPLA6;PTDSS1
hsa04621	NOD-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04621+29110+3725+10392+7417+5599+4938+9927+5594+55669+148022+54822+7128+3569+4940+3710+331+118429+841+140609+1508+329+330+11345+114769+115361+7226+10135+2921+2634+834+22900+1147+3716+6352+79792+84168+2635+3456	-0.3377207071135763	-1.340802349379682	0.04956268214349463	0.8824319243783232	113	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04621.png	38	29110;3725;10392;7417;5599;4938;9927;5594;55669;148022;54822;7128;3569;4940;3710;331;118429;841;140609;1508;329;330;11345;114769;115361;7226;10135;2921;2634;834;22900;1147;3716;6352;79792;84168;2635;3456	ANTXR1;ANTXR2;BIRC2;BIRC3;CARD16;CARD8;CASP1;CASP8;CCL5;CHUK;CTSB;CXCL3;GABARAPL2;GBP2;GBP3;GBP4;GSDMD;IFNB1;IL6;ITPR3;JAK1;JUN;MAPK1;MAPK8;MFN1;MFN2;NAMPT;NEK7;NOD1;OAS1;OAS3;TBK1;TICAM1;TNFAIP3;TRPM2;TRPM7;VDAC2;XIAP
hsa00980	Metabolism of xenobiotics by cytochrome P450	http://www.kegg.jp/kegg-bin/show_pathway?hsa00980+27306+22977+2947+4258+54577+1645+1577	-0.43348263341078086	-1.286181088536486	0.1448040883393457	0.8853081112915802	23	./Project_IK_1_vs_C_1_gsea_GSEA/hsa00980.png	7	27306;22977;2947;4258;54577;1645;1577	AKR1C1;AKR7A3;CYP3A5;GSTM3;HPGDS;MGST2;UGT1A7
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+3725+5606+5599+5609+5594+7128+1435+3569+6364+3383+841+10000+329+330+207+2921+9586+1147+3659+6352+90993+3456	-0.33599734020587874	-1.2630433699304273	0.1140215714730022	0.8888378928660362	78	./Project_IK_1_vs_C_1_gsea_GSEA/hsa04668.png	22	3725;5606;5599;5609;5594;7128;1435;3569;6364;3383;841;10000;329;330;207;2921;9586;1147;3659;6352;90993;3456	AKT1;AKT3;BIRC2;BIRC3;CASP8;CCL20;CCL5;CHUK;CREB3L1;CREB5;CSF1;CXCL3;ICAM1;IFNB1;IL6;IRF1;JUN;MAP2K3;MAP2K7;MAPK1;MAPK8;TNFAIP3
hsa03060	Protein export	http://www.kegg.jp/kegg-bin/show_pathway?hsa03060+6729+9789+6728+5018+3309+29927+55176+28972	-0.47347641383927813	-1.2727252695201807	0.16724137902199762	0.8949546855536055	17	./Project_IK_1_vs_C_1_gsea_GSEA/hsa03060.png	8	6729;9789;6728;5018;3309;29927;55176;28972	HSPA5;OXA1L;SEC61A1;SEC61A2;SPCS1;SPCS2;SRP19;SRP54
hsa05145	Toxoplasmosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05145+331+54205+841+240+10000+329+330+3912+3587+207+345611+10105+3909+1147+146850+3655+3113+3716	-0.35280736259766404	-1.3156604930600566	0.07931570749717619	0.8978865674848273	73	./Project_IK_1_vs_C_1_gsea_GSEA/hsa05145.png	18	331;54205;841;240;10000;329;330;3912;3587;207;345611;10105;3909;1147;146850;3655;3113;3716	AKT1;AKT3;ALOX5;BIRC2;BIRC3;CASP8;CHUK;CYCS;HLA-DPA1;IL10RA;IRGM;ITGA6;JAK1;LAMA3;LAMB1;PIK3R6;PPIF;XIAP
