TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	926565.5	920060.6	930279.2
2000000.0	1794330.0	1781952.6	1801541.8
3000000.0	2633594.0	2615553.8	2644088.8
4000000.0	3453277.5	3429779.0	3466983.2
5000000.0	4257828.5	4229001.4	4274657.2
6000000.0	5049844.5	5015784.2	5069717.5
7000000.0	5831048.0	5791819.4	5853871.5
8000000.0	6602599.0	6558286.0	6628328.7
9000000.0	7365383.0	7316069.8	7393965.8
10000000.0	8120083.0	8065844.2	8151468.0
11000000.0	8867219.0	8808138.6	8901378.0
12000000.0	9607237.0	9543393.0	9644132.0
13000000.0	10340498.0	10271961.3	10380094.8
14000000.0	11067317.0	10994148.5	11109567.5
15000000.0	11787949.0	11710216.2	11832801.9
16000000.0	12502624.5	12420395.1	12550029.5
17000000.0	13211540.0	13124861.9	13261459.6
18000000.0	13914870.5	13823807.5	13967263.1
19000000.0	14612777.5	14517388.1	14667611.1
20000000.0	15305397.0	15205739.4	15362641.7
21000000.0	15992864.5	15888990.3	16052477.7
22000000.0	16675294.0	16567259.2	16737240.9
23000000.0	17352793.5	17240654.9	17417043.6
24000000.0	18025465.0	17909271.1	18091985.2
25000000.0	18693397.5	18573203.5	18762158.5
26000000.0	19356684.0	19232539.0	19427649.5
27000000.0	20015405.0	19887359.4	20088543.1
28000000.0	20669615.5	20537738.5	20744919.2
29000000.0	21319388.0	21183745.3	21396842.6
30000000.0	21964812.0	21825453.6	22044390.6
31000000.0	22605949.5	22462920.0	22687620.4
32000000.0	23242865.0	23096218.2	23326603.5
33000000.0	23875615.5	23725394.5	23961393.9
34000000.0	24504260.0	24350509.9	24592053.5
35000000.0	25128853.0	24971621.6	25218630.0
36000000.0	25749445.0	25588776.9	25841184.2
37000000.0	26366090.5	26202027.2	26459761.4
38000000.0	26978833.5	26811420.0	27074435.6
39000000.0	27587723.0	27417003.8	27685257.3
40000000.0	28192806.0	28018822.6	28292247.3
41000000.0	28794123.5	28616918.9	28895453.0
42000000.0	29391721.5	29211335.2	29494917.1
43000000.0	29985641.0	29802113.5	30090678.5
44000000.0	30575921.0	30389291.8	30682781.4
45000000.0	31162602.0	30972913.1	31271263.9
46000000.0	31745720.5	31553010.4	31856164.1
47000000.0	32325317.0	32129624.6	32437521.9
48000000.0	32901425.5	32702787.4	33015372.1
49000000.0	33474082.0	33272535.8	33589750.7
50000000.0	34043322.5	33838907.5	34160693.3
51000000.0	34609179.5	34401931.3	34728233.3
52000000.0	35171687.0	34961643.0	35292406.3
53000000.0	35730879.5	35518074.3	35853244.8
54000000.0	36286786.0	36071256.1	36410779.2
55000000.0	36839439.5	36621218.4	36965044.0
56000000.0	37388869.5	37167994.6	37516066.8
57000000.0	37935107.0	37711610.3	38063881.0
58000000.0	38478183.0	38252098.1	38608515.7
59000000.0	39018122.3	38789484.3	39149997.8
60000000.0	39554958.4	39323798.0	39688359.9
61000000.0	40088717.3	39855068.3	40223628.5
62000000.0	40619426.5	40383321.1	40755831.6
63000000.0	41147113.3	40908583.2	41284996.5
64000000.0	41671804.4	41430881.1	41811150.2
65000000.0	42193526.0	41950240.5	42334315.5
66000000.0	42712303.9	42466686.9	42854501.2
67000000.0	43228163.7	42980245.5	43371753.2
68000000.0	43741130.5	43490941.1	43886096.8
69000000.0	44251228.8	43998797.9	44397556.8
70000000.0	44758483.2	44503839.9	44906157.9
71000000.0	45262917.5	45006091.0	45411924.2
72000000.0	45764555.5	45505574.2	45914879.7
73000000.0	46263420.4	46002312.7	46415047.8
74000000.0	46759535.2	46496329.1	46912451.8
75000000.0	47252922.7	46987645.8	47407114.5
76000000.0	47743605.3	47476284.9	47899058.6
77000000.0	48231604.9	47962268.1	48388306.2
78000000.0	48716943.5	48445617.0	48874879.3
79000000.0	49199642.4	48926352.7	49358799.8
80000000.0	49679723.0	49404496.2	49840088.9
81000000.0	50157206.3	49880068.1	50318767.8
82000000.0	50632112.8	50353089.0	50794857.4
83000000.0	51104463.2	50823578.9	51268378.3
84000000.0	51574277.5	51291557.8	51739350.8
85000000.0	52041575.8	51757045.3	52207795.2
86000000.0	52506377.8	52220060.9	52673731.1
87000000.0	52968702.9	52680623.9	53137178.4
88000000.0	53428570.4	53138753.1	53598156.2
89000000.0	53885999.3	53594467.5	54056683.9
90000000.0	54341053.3	54047785.5	54512783.3
91000000.0	54793727.5	54498725.4	54966474.2
92000000.0	55244021.3	54947305.4	55417771.1
93000000.0	55691952.7	55393543.5	55866692.3
94000000.0	56137540.0	55837457.3	56313255.9
95000000.0	56580840.7	56279064.4	56757479.7
96000000.0	57021843.3	56718382.2	57199381.4
97000000.0	57460554.9	57155427.7	57638978.5
98000000.0	57896992.8	57590218.0	58076288.3
99000000.0	58331174.1	58022769.8	58511327.9
100000000.0	58763115.7	58453099.8	58944114.1
101000000.0	59192834.3	58881224.4	59374663.8
102000000.0	59620346.6	59307159.8	59802993.6
103000000.0	60045668.8	59730922.1	60229119.7
104000000.0	60468817.2	60152527.3	60653058.6
105000000.0	60889807.9	60571991.1	61074826.3
106000000.0	61308656.7	60989329.1	61494438.8
107000000.0	61725379.5	61404556.7	61911911.9
108000000.0	62139991.7	61817689.3	62327261.4
109000000.0	62552509.0	62228742.0	62740502.7
110000000.0	62962946.5	62637729.7	63151651.4
111000000.0	63371319.3	63044667.4	63560722.9
112000000.0	63777642.6	63449569.5	63967732.3
113000000.0	64181931.2	63852450.8	64372694.8
114000000.0	64584199.8	64253325.6	64775625.4
115000000.0	64984463.0	64652208.2	65176539.1
116000000.0	65382735.2	65049112.6	65575450.7
117000000.0	65779003.3	65444052.9	65972374.8
118000000.0	66173138.4	65837043.0	66367326.1
