TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	935323.0	928332.0	939385.2
2000000.0	1816586.5	1803185.8	1824608.1
3000000.0	2670639.5	2651097.5	2682534.3
4000000.0	3505696.0	3480202.2	3521330.3
5000000.0	4325823.0	4294537.5	4345065.3
6000000.0	5133459.5	5096450.2	5156202.7
7000000.0	5930182.0	5887543.7	5956355.0
8000000.0	6717111.5	6668938.8	6746637.5
9000000.0	7495080.0	7441464.2	7527901.3
10000000.0	8264719.0	8205757.3	8300779.8
11000000.0	9026548.0	8962316.0	9065791.1
12000000.0	9780982.0	9711578.8	9823372.0
13000000.0	10528375.5	10453865.6	10573861.3
14000000.0	11269014.5	11189475.6	11317545.6
15000000.0	12003158.0	11918661.8	12054690.6
16000000.0	12731022.5	12641648.8	12785511.2
17000000.0	13452808.5	13358622.6	13510206.1
18000000.0	14168688.5	14069762.8	14228950.8
19000000.0	14878814.5	14775213.5	14941898.3
20000000.0	15583323.5	15475127.8	15649194.8
21000000.0	16282339.5	16169624.3	16350973.5
22000000.0	16975998.0	16858827.4	17047349.4
23000000.0	17664405.0	17542842.0	17738440.0
24000000.0	18347665.0	18221768.9	18424338.4
25000000.0	19025867.0	18895707.0	19105147.5
26000000.0	19699108.5	19564741.5	19780958.2
27000000.0	20367473.0	20228955.1	20451857.4
28000000.0	21031039.0	20888429.6	21117917.0
29000000.0	21689880.5	21543236.9	21779218.7
30000000.0	22344070.0	22193448.0	22435837.4
31000000.0	22993679.0	22839134.1	23087838.9
32000000.0	23638767.5	23480353.5	23735289.7
33000000.0	24279405.5	24117178.4	24378253.1
34000000.0	24915649.0	24749657.8	25016792.1
35000000.0	25547553.5	25377852.9	25650962.0
36000000.0	26175180.5	26001822.1	26280823.4
37000000.0	26798581.5	26621615.9	26906427.9
38000000.0	27417807.5	27237284.9	27527827.0
39000000.0	28032913.0	27848883.4	28145075.6
40000000.0	28643945.5	28456453.0	28758220.1
41000000.0	29250949.5	29060046.6	29367312.2
42000000.0	29853976.5	29659709.4	29972393.9
43000000.0	30453067.0	30255482.2	30573515.6
44000000.0	31048269.5	30847408.1	31170718.9
45000000.0	31639621.0	31435537.2	31764046.1
46000000.0	32227168.0	32019901.8	32353541.9
47000000.0	32810952.0	32600545.5	32939246.7
48000000.0	33391006.5	33177509.2	33521200.0
49000000.0	33967379.5	33750828.1	34099440.9
50000000.0	34540101.0	34320541.5	34674007.8
51000000.0	35109214.0	34886687.5	35244941.2
52000000.0	35674752.0	35449299.0	35812274.2
53000000.0	36236752.0	36008413.7	36376045.2
54000000.0	36795249.0	36564064.8	36936290.6
55000000.0	37350277.5	37116289.1	37493041.7
56000000.0	37901869.5	37665116.4	38046336.3
57000000.0	38450063.5	38210580.3	38596205.9
58000000.0	38994886.0	38752714.8	39142684.0
59000000.0	39536373.5	39291550.3	39685803.2
60000000.0	40074554.5	39827116.8	40225594.4
61000000.0	40609462.0	40359447.0	40762090.1
62000000.0	41141126.5	40888569.2	41295319.9
63000000.0	41669576.5	41414513.9	41825315.8
64000000.0	42194840.9	41937308.7	42352104.4
65000000.0	42716952.1	42456983.4	42875718.9
66000000.0	43235937.0	42973567.1	43396186.4
67000000.0	43751823.7	43487086.5	43913535.3
68000000.0	44264639.9	43997569.0	44427793.7
69000000.0	44774413.1	44505041.6	44938989.1
70000000.0	45281170.1	45009530.7	45447148.8
71000000.0	45784937.7	45511062.6	45952299.5
72000000.0	46285741.9	46009663.0	46454467.7
73000000.0	46783608.7	46505357.4	46953679.5
74000000.0	47278563.5	46998170.8	47449960.5
75000000.0	47770631.5	47488128.1	47943336.1
