TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	964412.0	955439.8	968902.1
2000000.0	1893395.0	1875932.6	1902211.5
3000000.0	2800581.5	2774851.8	2813535.7
4000000.0	3691050.0	3657290.9	3707996.5
5000000.0	4567631.5	4526028.2	4588467.7
6000000.0	5432110.5	5382843.4	5456776.0
7000000.0	6285739.0	6228974.8	6314170.2
8000000.0	7129455.5	7065340.5	7161576.5
9000000.0	7963961.0	7892637.7	7999701.0
10000000.0	8789833.0	8711411.2	8829146.6
11000000.0	9607518.0	9522123.5	9650341.4
12000000.0	10417412.5	10325164.4	10463691.8
13000000.0	11219837.5	11120848.2	11269513.6
14000000.0	12015073.5	11909450.7	12068094.8
15000000.0	12803367.5	12691203.6	12859694.0
16000000.0	13584941.0	13466340.5	13644511.2
17000000.0	14359980.5	14235048.8	14422745.0
18000000.0	15128668.5	14997485.2	15194578.5
19000000.0	15891158.0	15753828.5	15960165.0
20000000.0	16647615.5	16504197.2	16719655.2
21000000.0	17398153.0	17248723.9	17473177.9
22000000.0	18142891.5	17987500.4	18220857.6
23000000.0	18881946.5	18720673.4	18962812.7
24000000.0	19615436.0	19448357.8	19699150.6
25000000.0	20343442.5	20170644.9	20429969.8
26000000.0	21066073.0	20887629.3	21155371.2
27000000.0	21783415.5	21599402.8	21875437.6
28000000.0	22495551.5	22306048.9	22590264.2
29000000.0	23202566.5	23007645.9	23299926.7
30000000.0	23904533.5	23704267.6	24004496.6
31000000.0	24601527.5	24395995.8	24704062.2
32000000.0	25293618.0	25082884.9	25398683.3
33000000.0	25980877.5	25765018.2	26088433.2
34000000.0	26663368.0	26442447.7	26773380.5
35000000.0	27341155.5	27115241.9	27453585.1
36000000.0	28014296.0	27783459.1	28129107.9
37000000.0	28682850.5	28447153.5	28800010.6
38000000.0	29346876.0	29106389.0	29466349.4
39000000.0	30006429.0	29761214.6	30128181.3
40000000.0	30661566.0	30411682.1	30785560.1
41000000.0	31312332.5	31057843.0	31438535.5
42000000.0	31958782.5	31699750.3	32087162.9
43000000.0	32600964.5	32337453.3	32731489.3
44000000.0	33238929.5	32970992.6	33371566.3
45000000.0	33872719.0	33600421.0	34007434.8
46000000.0	34502355.0	34225778.8	34639148.2
47000000.0	35127909.0	34847114.6	35266749.9
48000000.0	35749422.5	35464467.4	35890282.9
49000000.0	36366941.0	36077881.1	36509790.0
50000000.0	36980503.0	36687394.3	37125314.1
51000000.0	37590153.0	37293052.6	37736897.9
52000000.0	38195929.5	37894890.3	38344602.8
53000000.0	38797872.5	38492947.1	38948456.0
54000000.0	39396020.5	39087262.7	39548491.8
55000000.0	39990409.5	39677872.3	40144744.0
56000000.0	40581079.0	40264814.5	40737249.2
57000000.0	41168063.0	40848122.1	41326043.4
58000000.0	41751401.0	41427831.7	41911166.6
59000000.0	42331124.5	42003979.2	42492651.8
60000000.0	42907270.0	42576597.3	43070532.9
61000000.0	43479871.5	43145719.3	43644847.5
62000000.0	44048962.5	43711378.4	44215627.7
63000000.0	44614574.5	44273606.0	44782904.8
64000000.0	45176741.0	44832434.4	45346713.4
65000000.0	45735493.5	45387895.9	45907085.5
66000000.0	46290865.5	45940019.9	46464053.5
67000000.0	46842884.0	46488837.4	47017646.6
68000000.0	47391582.0	47034376.9	47567897.1
69000000.0	47936988.5	47576669.8	48114834.1
70000000.0	48479134.0	48115743.7	48658489.1
71000000.0	49018047.0	48651628.0	49198889.6
72000000.0	49553755.5	49184349.5	49736064.5
73000000.0	50086287.5	49713937.9	50270042.1
74000000.0	50615673.1	50240417.8	50800853.1
75000000.0	51141938.5	50763819.4	51328523.6
76000000.0	51665110.7	51284167.7	51853081.0
77000000.0	52185216.6	51801489.1	52374552.1
78000000.0	52702282.3	52315809.4	52892964.8
79000000.0	53216334.1	52827154.2	53408345.3
80000000.0	53727397.6	53335548.7	53920718.5
81000000.0	54235498.2	53841017.7	54430109.9
82000000.0	54740660.8	54343585.9	54936544.8
83000000.0	55242910.2	54843277.5	55440048.0
84000000.0	55742270.8	55340116.5	55940644.2
85000000.0	56238766.7	55834126.4	56438357.8
86000000.0	56732421.7	56325330.7	56933212.6
87000000.0	57223259.2	56813752.5	57425232.4
88000000.0	57711302.5	57299414.5	57914440.7
89000000.0	58196574.6	57782339.2	58400860.5
90000000.0	58679098.0	58262548.9	58884514.6
91000000.0	59158895.2	58740065.5	59365425.8
92000000.0	59635988.2	59214910.8	59843646.7
93000000.0	60110399.0	59687106.2	60319197.5
94000000.0	60582149.1	60156672.9	60792072.6
95000000.0	61051260.0	60623632.0	61262293.7
96000000.0	61517752.5	61088004.1	61729882.1
97000000.0	61981647.8	61549809.7	62194858.8
98000000.0	62442966.3	62009069.0	62657244.6
99000000.0	62901728.5	62465784.3	63117060.3
100000000.0	63357954.5	62919980.2	63574326.0
101000000.0	63811664.3	63371688.3	64029062.1
102000000.0	64262877.6	63820927.9	64481288.4
103000000.0	64711613.8	64267718.3	64931026.6
104000000.0	65157892.3	64712078.3	65378295.9
105000000.0	65601732.1	65154026.7	65823114.0
106000000.0	66043152.1	65593582.1	66265499.8
107000000.0	66482171.0	66030762.7	66705472.4
108000000.0	66918872.6	66465586.7	67143050.2
109000000.0	67353235.4	66898072.1	67578251.9
110000000.0	67785253.6	67328236.6	68011095.6
111000000.0	68214945.1	67756097.7	68441599.4
112000000.0	68642327.5	68181672.9	68869781.3
113000000.0	69067418.4	68604979.4	69295658.9
114000000.0	69490235.0	69026034.2	69719249.7
115000000.0	69910794.5	69444854.1	70140571.0
116000000.0	70329113.8	69861455.8	70559640.1
117000000.0	70745209.7	70275855.8	70976473.9
118000000.0	71159098.8	70688070.5	71391089.2
119000000.0	71570797.4	71098116.1	71803502.6
120000000.0	71980321.9	71506008.5	72213730.7
121000000.0	72387688.3	71911763.6	72621789.6
122000000.0	72792912.6	72315397.1	73027695.6
123000000.0	73196010.3	72716924.5	73431464.7
124000000.0	73596997.2	73116361.2	73833112.6
125000000.0	73995888.7	73513722.5	74232661.7
126000000.0	74392699.9	73909023.3	74630168.0
127000000.0	74787446.0	74302278.8	75025600.9
128000000.0	75180141.9	74693503.5	75418975.5
129000000.0	75570802.3	75082712.3	75810306.9
130000000.0	75959442.0	75469919.5	76199610.0
131000000.0	76346075.2	75855139.5	76586899.5
132000000.0	76730716.5	76238386.7	76972190.1
133000000.0	77113379.8	76619675.0	77355496.4
134000000.0	77494079.3	76999018.3	77736832.6
135000000.0	77872828.8	77376430.7	78116212.9
136000000.0	78249642.0	77751925.6	78493651.5
137000000.0	78624532.8	78125516.7	78869162.3
138000000.0	78997514.5	78497217.5	79242822.7
139000000.0	79368600.7	78867041.1	79614585.2
140000000.0	79737805.0	79235000.9	79984462.9
141000000.0	80105140.6	79601109.8	80352469.4
142000000.0	80470621.0	79965380.8	80718617.8
143000000.0	80834259.8	80327826.8	81082921.5
144000000.0	81196070.6	80688460.4	81445393.5
145000000.0	81556066.9	81047294.2	81806046.8
146000000.0	81914262.5	81404340.7	82164894.3
147000000.0	82270637.4	81759612.2	82521948.6
148000000.0	82625171.3	82113121.1	82877231.2
149000000.0	82977944.2	82464879.3	83231266.4
150000000.0	83328969.4	82814899.0	83584755.5
151000000.0	83678259.8	83163192.1	83934709.0
152000000.0	84025828.1	83509770.3	84281888.0
153000000.0	84371686.2	83854645.4	84627381.8
154000000.0	84715845.8	84197829.0	84972243.0
155000000.0	85058317.8	84539332.6	85315409.1
156000000.0	85399113.2	84879167.5	85656891.8
157000000.0	85738242.4	85217345.0	85996702.8
158000000.0	86075715.7	85553876.5	86334853.5
159000000.0	86411543.4	85888772.8	86671355.4
160000000.0	86745735.8	86222045.1	87006219.8
161000000.0	87078303.1	86553704.2	87339457.9
162000000.0	87409255.7	86883761.0	87671080.8
163000000.0	87738603.9	87212226.1	88001099.7
164000000.0	88066343.8	87539110.2	88329525.2
165000000.0	88392490.9	87864423.8	88656345.4
166000000.0	88717102.2	88188177.4	88981435.4
167000000.0	89040255.0	88510381.2	89304960.4
168000000.0	89361784.3	88831045.6	89626931.0
169000000.0	89681642.5	89150180.6	89947357.5
170000000.0	89999988.5	89467796.5	90266250.3
171000000.0	90316874.0	89783903.1	90583619.5
172000000.0	90632247.8	90098510.5	90899475.4
173000000.0	90946119.8	90411628.3	91213828.0
174000000.0	91258499.9	90723266.4	91526687.2
175000000.0	91569398.2	91033434.5	91838063.0
176000000.0	91878824.3	91342142.1	92147965.1
177000000.0	92186787.9	91649398.6	92456403.3
178000000.0	92493298.7	91955213.6	92763387.1
179000000.0	92798366.3	92259596.4	93068926.2
180000000.0	93102000.0	92562556.2	93373030.0
181000000.0	93404209.2	92864102.2	93675707.9
182000000.0	93705003.2	93164243.6	93976994.8
183000000.0	94004391.3	93462989.3	94276963.0
184000000.0	94302382.6	93760348.3	94575662.4
185000000.0	94598986.1	94056329.6	94872978.2
186000000.0	94894210.7	94350941.9	95168919.4
