TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	954661.5	945282.9	958543.9
2000000.0	1866785.0	1848714.4	1874392.2
3000000.0	2754631.0	2728137.3	2765777.8
4000000.0	3624427.5	3589722.7	3638993.6
5000000.0	4479397.0	4436713.2	4497330.6
6000000.0	5321592.0	5271098.8	5342817.7
7000000.0	6152380.0	6094225.8	6176835.0
8000000.0	6972747.0	6907087.3	7000361.0
9000000.0	7783448.5	7710405.0	7814163.2
10000000.0	8585075.0	8504773.0	8618829.0
11000000.0	9378103.5	9290672.0	9414891.1
12000000.0	10162933.5	10068491.5	10202711.1
13000000.0	10939897.0	10838563.3	10982615.6
14000000.0	11709318.0	11601180.1	11754899.6
15000000.0	12471426.5	12356583.8	12519822.3
16000000.0	13226445.5	13104996.1	13277598.8
17000000.0	13974561.5	13846622.7	14028440.5
18000000.0	14715957.0	14581630.8	14772513.7
19000000.0	15450762.5	15310186.6	15509988.0
20000000.0	16179161.0	16032440.6	16241018.2
21000000.0	16901289.5	16748518.1	16965743.6
22000000.0	17617278.5	17458558.2	17684287.1
23000000.0	18327247.5	18162674.2	18396752.6
24000000.0	19031333.5	18860979.9	19103240.2
25000000.0	19729621.5	19553576.8	19803892.8
26000000.0	20422211.5	20240561.8	20498805.3
27000000.0	21109196.5	20922035.6	21188077.8
28000000.0	21790671.5	21598080.5	21871797.5
29000000.0	22466720.0	22268785.6	22550056.0
30000000.0	23137424.5	22934228.6	23222935.5
31000000.0	23802867.0	23594494.0	23890513.6
32000000.0	24463120.5	24249652.5	24552870.6
33000000.0	25118263.5	24899774.4	25210079.2
34000000.0	25768361.5	25544933.0	25862211.8
35000000.0	26413485.5	26185196.1	26509337.4
36000000.0	27053705.0	26820628.8	27151523.4
37000000.0	27689081.0	27451291.0	27788832.5
38000000.0	28319679.0	28077247.2	28421331.1
39000000.0	28945555.0	28698559.4	29049081.3
40000000.0	29566772.0	29315279.8	29672138.0
41000000.0	30183388.0	29927469.4	30290562.1
42000000.0	30795455.5	30535181.1	30904410.9
43000000.0	31403033.5	31138469.9	31513739.6
44000000.0	32006173.0	31737386.5	32118601.3
45000000.0	32604928.0	32331985.1	32719046.5
46000000.0	33199346.5	32922312.1	33315130.8
47000000.0	33789481.0	33508419.1	33906902.1
48000000.0	34375381.0	34090354.0	34494409.9
49000000.0	34957090.5	34668161.8	35077703.2
50000000.0	35534659.5	35241889.6	35656828.6
51000000.0	36108134.0	35811583.1	36231832.5
52000000.0	36677558.5	36377283.7	36802759.4
53000000.0	37242976.5	36939037.0	37369655.9
54000000.0	37804432.0	37496885.3	37932562.8
55000000.0	38361967.0	38050870.9	38491525.8
56000000.0	38915621.9	38601031.6	39046584.8
57000000.0	39465441.4	39147411.3	39597783.4
58000000.0	40011463.9	39690048.2	40145161.1
59000000.0	40553728.9	40228980.9	40688757.8
60000000.0	41092275.6	40764247.7	41228612.9
61000000.0	41627142.2	41295886.0	41764764.8
62000000.0	42158366.4	41823932.7	42297251.8
63000000.0	42685985.4	42348424.2	42826111.0
64000000.0	43210035.5	42869396.3	43351379.4
65000000.0	43730552.8	43386884.1	43873093.0
66000000.0	44247572.5	43900922.2	44391287.6
67000000.0	44761129.6	44411544.8	44905998.3
68000000.0	45271258.4	44918785.4	45417259.6
69000000.0	45777992.5	45422677.1	45925105.5
70000000.0	46281365.4	45923252.5	46429569.7
71000000.0	46781396.2	46420543.7	46930685.2
72000000.0	47278086.5	46914582.5	47428484.5
73000000.0	47771511.6	47405399.8	47922999.8
74000000.0	48261702.9	47893026.6	48414262.8
75000000.0	48748691.4	48377493.1	48902304.6
76000000.0	49232507.7	48858829.2	49387156.0
77000000.0	49713181.9	49337064.3	49868847.4
78000000.0	50190743.9	49812227.7	50347408.7
79000000.0	50665222.9	50284347.8	50822869.4
80000000.0	51136647.9	50753453.1	51295258.8
81000000.0	51605047.5	51219571.4	51764605.5
82000000.0	52070449.9	51682730.3	52230937.9
83000000.0	52532883.0	52142956.9	52694284.0
84000000.0	52992374.1	52600278.0	53154671.5
85000000.0	53448950.4	53054720.1	53612127.6
86000000.0	53902638.7	53506309.4	54066679.2
87000000.0	54353465.5	53955071.5	54518353.0
88000000.0	54801456.7	54401032.1	54967175.2
89000000.0	55246638.2	54844216.1	55413171.8
90000000.0	55689035.4	55284648.5	55856368.2
91000000.0	56128673.5	55722353.6	56296789.9
92000000.0	56565577.4	56157355.8	56734461.8
93000000.0	56999771.4	56589678.9	57169408.6
94000000.0	57431280.0	57019346.5	57601654.6
95000000.0	57860126.9	57446382.0	58031223.9
96000000.0	58286335.9	57870808.3	58458140.3
97000000.0	58709930.4	58292648.3	58882427.4
98000000.0	59130933.4	58711924.3	59304108.4
99000000.0	59549367.8	59128658.7	59723206.2
100000000.0	59965256.1	59542873.4	60139743.5
101000000.0	60378645.2	59954590.0	60553742.8
102000000.0	60789597.7	60363830.1	60965226.2
103000000.0	61198070.5	60770614.8	61374215.7
104000000.0	61604085.1	61174965.0	61780757.1
105000000.0	62007662.7	61576901.5	62184880.3
106000000.0	62408824.2	61976444.7	62586574.7
107000000.0	62807590.6	62373615.0	62985861.2
108000000.0	63203982.1	62768432.2	63382760.6
109000000.0	63598019.2	63160916.2	63777293.2
110000000.0	63989717.1	63551086.6	64169479.3
111000000.0	64378998.4	63938962.8	64559338.8
112000000.0	64765981.2	64324563.8	64946891.5
113000000.0	65150684.6	64707908.7	65332157.0
114000000.0	65533127.7	65089016.2	65715154.6
115000000.0	65913329.5	65467904.7	66095903.3
116000000.0	66291308.6	65844592.7	66474422.2
117000000.0	66667083.4	66219098.3	66850729.9
118000000.0	67040672.3	66591439.4	67224844.8
119000000.0	67412093.2	66961633.9	67596785.4
120000000.0	67781364.0	67329699.2	67966569.7
121000000.0	68148502.5	67695652.8	68334215.6
122000000.0	68513526.0	68059511.8	68699740.9
123000000.0	68876451.8	68421293.4	69063163.1
124000000.0	69237297.1	68781014.4	69424499.5
125000000.0	69596288.5	69138691.4	69783767.3
126000000.0	69953215.1	69494340.9	70140983.5
127000000.0	70308119.9	69847979.4	70496164.9
128000000.0	70660732.8	70199622.9	70850353.1
129000000.0	71011304.3	70549287.5	71202754.5
130000000.0	71359895.8	70896989.0	71553272.8
131000000.0	71706523.5	71242743.0	71901888.2
132000000.0	72051203.1	71586565.2	72248513.6
133000000.0	72393950.4	71928470.9	72593088.6
134000000.0	72734780.9	72268475.2	72934500.9
135000000.0	73073776.5	72606593.3	73274006.9
136000000.0	73411791.9	72942840.0	73611621.8
137000000.0	73746913.4	73277230.0	73947360.9
138000000.0	74080374.3	73609778.0	74281239.3
139000000.0	74412192.8	73940498.5	74613271.8
140000000.0	74742220.2	74269405.6	74943473.3
141000000.0	75070446.5	74596513.7	75271858.3
142000000.0	75396853.2	74921836.6	75598441.3
143000000.0	75721217.2	75245388.4	75923236.8
144000000.0	76043814.1	75567182.6	76246258.8
145000000.0	76364645.9	75887233.1	76567521.4
146000000.0	76683950.9	76205553.1	76887038.6
147000000.0	77001534.9	76522156.1	77204824.1
148000000.0	77317411.6	76837055.2	77520891.7
149000000.0	77631594.4	77150263.6	77835350.1
150000000.0	77944097.0	77461794.1	78148342.4
151000000.0	78254813.0	77771659.6	78459671.9
152000000.0	78563469.4	78079872.8	78769352.4
153000000.0	78870466.2	78386446.3	79077397.5
154000000.0	79175816.0	78691392.5	79383820.5
155000000.0	79479531.1	78994723.7	79688634.8
156000000.0	79781623.8	79296452.2	79991853.7
157000000.0	80082106.4	79596590.0	80293490.4
158000000.0	80381249.2	79895149.1	80593557.7
159000000.0	80679020.8	80192141.4	80892113.5
160000000.0	80975314.9	80487578.6	81189632.9
161000000.0	81270054.8	80781472.3	81485250.6
