TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	913551.0	909978.6	915348.5
2000000.0	1761030.0	1754073.7	1764549.1
3000000.0	2578355.5	2568199.5	2583532.6
4000000.0	3375626.5	3362349.9	3382376.1
5000000.0	4157602.0	4141290.8	4165863.3
6000000.0	4926977.0	4907755.4	4936775.5
7000000.0	5685584.5	5663496.9	5696896.4
8000000.0	6434662.0	6409727.3	6447440.9
9000000.0	7175140.5	7147362.6	7189343.6
10000000.0	7907660.5	7877100.8	7923270.9
11000000.0	8632777.0	8599473.9	8649777.3
12000000.0	9350936.0	9314923.1	9369302.8
13000000.0	10062498.5	10023807.2	10082197.6
14000000.0	10767751.5	10726429.5	10788780.6
15000000.0	11466960.0	11423038.3	11489293.7
16000000.0	12160313.5	12113869.4	12183969.8
17000000.0	12848050.5	12799107.2	12873010.5
18000000.0	13530329.5	13478935.5	13556577.2
19000000.0	14207321.5	14153492.5	14234834.2
20000000.0	14879152.5	14822933.5	14907912.7
21000000.0	15545953.0	15487366.0	15575940.4
22000000.0	16207838.5	16146917.8	16239043.6
23000000.0	16864918.5	16801688.8	16897315.9
24000000.0	17517285.0	17451776.1	17550862.6
25000000.0	18165027.0	18097276.4	18199768.3
26000000.0	18808238.0	18738265.0	18844124.4
27000000.0	19446991.5	19374827.9	19484010.3
28000000.0	20081359.5	20007032.2	20119495.9
29000000.0	20711422.5	20634955.2	20750656.5
30000000.0	21337238.0	21258658.1	21377555.4
31000000.0	21958868.0	21878208.2	22000259.4
32000000.0	22576383.0	22493662.8	22618826.8
33000000.0	23189832.0	23105078.0	23233320.2
34000000.0	23799274.0	23712510.6	23843787.9
35000000.0	24404762.0	24316014.5	24450285.4
36000000.0	25006343.0	24915637.2	25052868.6
37000000.0	25604069.5	25511429.2	25651579.4
38000000.0	26197990.0	26103436.6	26246470.1
39000000.0	26788144.0	26691703.6	26837585.3
40000000.0	27374586.0	27276277.1	27424968.4
41000000.0	27957346.5	27857197.3	28008665.1
42000000.0	28536464.5	28434505.9	28588712.2
43000000.0	29111961.0	29008243.3	29165153.9
44000000.0	29683900.5	29578448.6	29738029.4
45000000.0	30252352.0	30145158.9	30307374.5
46000000.0	30817339.5	30708409.9	30873228.0
47000000.0	31378882.5	31268238.8	31435627.5
48000000.0	31937016.5	31824680.9	31994606.0
49000000.0	32491778.5	32377771.5	32550201.5
50000000.0	33043197.0	32927540.6	33102444.9
51000000.0	33591310.0	33474024.3	33651368.9
52000000.0	34136145.5	34017252.1	34197009.3
53000000.0	34677741.0	34557257.9	34739393.2
54000000.0	35216121.5	35094069.3	35278556.1
55000000.0	35751320.0	35627719.7	35814525.0
56000000.0	36283366.0	36158235.2	36347332.3
57000000.0	36812289.0	36685648.8	36877006.2
58000000.0	37338116.0	37209985.5	37403575.0
59000000.0	37860876.5	37731272.7	37927067.4
60000000.0	38380599.5	38249541.9	38447513.8
61000000.0	38897309.0	38764817.2	38964935.6
62000000.0	39411033.5	39277124.5	39479366.1
63000000.0	39921800.5	39786492.5	39990828.8
64000000.0	40429633.5	40292943.5	40499349.4
65000000.0	40934559.0	40796504.5	41004953.1
66000000.0	41436601.5	41297201.1	41507665.7
67000000.0	41935785.7	41795055.3	42007512.6
68000000.0	42432137.3	42290094.3	42504517.6
69000000.0	42925679.3	42782340.3	42998704.6
70000000.0	43416435.1	43271816.7	43490097.4
71000000.0	43904428.1	43758546.6	43978719.3
72000000.0	44389681.1	44242552.6	44464593.4
73000000.0	44872216.8	44723857.2	44947742.3
74000000.0	45352057.4	45202482.5	45428188.6
75000000.0	45829224.8	45678450.2	45905954.2
76000000.0	46303740.9	46151781.9	46381061.0
77000000.0	46775626.9	46622498.8	46853530.5
78000000.0	47244904.0	47090621.8	47323384.0
79000000.0	47711593.0	47556171.6	47790642.4
80000000.0	48175714.6	48019168.5	48255326.3
81000000.0	48637289.1	48479632.8	48717456.4
82000000.0	49096336.4	48937584.3	49177052.7
83000000.0	49552876.5	49393042.7	49634135.1
84000000.0	50006928.9	49846027.4	50088723.5
85000000.0	50458513.0	50296557.5	50540837.2
86000000.0	50907647.9	50744652.0	50990495.4
87000000.0	51354352.4	51190329.7	51437717.2
88000000.0	51798645.3	51633609.0	51882521.4
89000000.0	52240545.0	52074508.3	52324926.6
90000000.0	52680069.7	52513045.5	52764951.0
91000000.0	53117237.4	52949238.6	53202612.8
92000000.0	53552066.1	53383105.2	53637929.9
93000000.0	53984573.3	53814662.9	54070920.2
94000000.0	54414776.4	54243928.8	54501601.1
95000000.0	54842692.7	54670920.1	54929990.0
96000000.0	55268339.2	55095653.7	55356104.1
97000000.0	55691732.9	55518146.2	55779960.2
98000000.0	56112890.3	55938414.3	56201575.3
99000000.0	56531828.1	56356474.3	56620966.0
100000000.0	56948562.5	56772342.3	57038148.6
101000000.0	57363109.7	57186034.4	57453139.4
102000000.0	57775485.7	57597566.4	57865954.6
103000000.0	58185706.3	58006954.1	58276610.0
104000000.0	58593817.7	58414212.9	58685121.5
105000000.0	58999842.8	58819358.2	59091504.6
106000000.0	59403760.0	59222405.2	59495774.8
107000000.0	59805584.4	59623369.0	59897947.3
108000000.0	60205331.1	60022264.5	60298037.4
109000000.0	60603015.1	60419106.5	60696059.9
110000000.0	60998651.1	60813909.5	61092029.8
111000000.0	61392253.6	61206688.1	61485961.6
112000000.0	61783837.1	61597456.7	61877870.0
113000000.0	62173416.1	61986229.3	62267769.4
114000000.0	62561004.6	62373020.2	62655674.0
