TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	964025.0	950496.6	971424.0
2000000.0	1897125.0	1870658.0	1911577.4
3000000.0	2810792.5	2771741.5	2832082.8
4000000.0	3709285.0	3657946.1	3737262.4
5000000.0	4594953.5	4531563.8	4629448.2
6000000.0	5469256.0	5394061.9	5510114.0
7000000.0	6333205.5	6246439.1	6380319.9
8000000.0	7187589.5	7089461.5	7240838.3
9000000.0	8032983.5	7923702.3	8092274.1
10000000.0	8869864.0	8749614.8	8935104.4
11000000.0	9698631.5	9567593.4	9769711.6
12000000.0	10519602.5	10377952.6	10596432.3
13000000.0	11333062.5	11180966.6	11415525.3
14000000.0	12139242.5	11976865.2	12227269.0
15000000.0	12938361.0	12765864.4	13031856.2
16000000.0	13730611.5	13548156.2	13829477.2
17000000.0	14516157.0	14323886.3	14620315.6
18000000.0	15295158.5	15093229.2	15404521.9
19000000.0	16067755.0	15856315.4	16182241.6
20000000.0	16834074.5	16613267.0	16953611.6
21000000.0	17594246.5	17364210.1	17718746.1
22000000.0	18348379.0	18109249.9	18477763.4
23000000.0	19096578.0	18848496.5	19230771.8
24000000.0	19838944.0	19582045.8	19977872.9
25000000.0	20575574.0	20309988.0	20719165.5
26000000.0	21306551.5	21032407.7	21454733.5
27000000.0	22031971.0	21749396.9	22184669.2
28000000.0	22751907.5	22461027.4	22909055.0
29000000.0	23466439.5	23167378.6	23627968.7
30000000.0	24175645.5	23868523.5	24341488.2
31000000.0	24879594.0	24564531.1	25049685.2
32000000.0	25578356.5	25255471.9	25752630.6
33000000.0	26272002.5	25941407.7	26450393.8
34000000.0	26960593.0	26622404.0	27143039.5
35000000.0	27644193.5	27298522.7	27830633.5
36000000.0	28322863.0	27969821.7	28513236.5
37000000.0	28996661.5	28636358.2	29190908.4
38000000.0	29665650.0	29298192.0	29863710.2
39000000.0	30329880.5	29955371.2	30531695.9
40000000.0	30989408.5	30607955.8	31194924.0
41000000.0	31644288.0	31255994.4	31853446.5
42000000.0	32294572.5	31899537.2	32507317.4
43000000.0	32940311.5	32538634.5	33156588.7
44000000.0	33581554.5	33173337.0	33801311.5
45000000.0	34218351.0	33803687.5	34441533.6
46000000.0	34850726.5	34429737.3	35077305.6
47000000.0	35478743.5	35051526.5	35708673.1
48000000.0	36102454.5	35669103.9	36335683.9
49000000.0	36721902.5	36282510.8	36958384.2
50000000.0	37337131.0	36891791.9	37576817.9
51000000.0	37948187.0	37496987.4	38191027.7
52000000.0	38555109.2	38098139.4	38801060.0
53000000.0	39157942.6	38695288.3	39406961.0
54000000.0	39756726.9	39288474.9	40008771.0
55000000.0	40351502.5	39877737.4	40606527.2
56000000.0	40942309.1	40463114.6	41200269.8
57000000.0	41529185.7	41044644.2	41790038.6
58000000.0	42112170.8	41622363.5	42375872.5
59000000.0	42691302.2	42196309.2	42957810.0
60000000.0	43266617.1	42766517.5	43535888.8
61000000.0	43838152.2	43333023.8	44110146.2
62000000.0	44405943.6	43895863.3	44680618.9
63000000.0	44970026.9	44455070.4	45247342.8
64000000.0	45530437.2	45010679.2	45810353.8
65000000.0	46087209.1	45562723.1	46369686.7
66000000.0	46640376.5	46111235.3	46925376.2
67000000.0	47189973.1	46656248.1	47477456.4
68000000.0	47736032.1	47197793.9	48025960.8
69000000.0	48278586.0	47735904.1	48570922.7
70000000.0	48817667.2	48270610.2	49112374.7
71000000.0	49353307.3	48801942.8	49650349.2
72000000.0	49885537.9	49329932.5	50184877.8
73000000.0	50414389.8	49854609.1	50715992.1
74000000.0	50939893.6	50376002.4	51243723.1
75000000.0	51462079.4	50894141.4	51768101.3
76000000.0	51980977.1	51409055.1	52289157.0
77000000.0	52496616.1	51920772.0	52806920.0
78000000.0	53009025.4	52429320.1	53321419.8
79000000.0	53518233.6	52934727.2	53832685.5
80000000.0	54024252.2	53437020.7	54340745.8
81000000.0	54527109.1	53936227.6	54845629.2
82000000.0	55026847.3	54432374.8	55347363.6
83000000.0	55523494.1	54925488.5	55845976.8
84000000.0	56017076.5	55415594.9	56341496.2
85000000.0	56507620.9	55902719.7	56833948.8
86000000.0	56995153.9	56386888.3	57323361.4
87000000.0	57479701.2	56868125.9	57809760.5
88000000.0	57961288.7	57346457.4	58293172.2
89000000.0	58439941.7	57821907.2	58773622.3
90000000.0	58915685.4	58294499.6	59251136.3
91000000.0	59388544.5	58764258.5	59725739.5
92000000.0	59858543.5	59231207.7	60197457.0
93000000.0	60325706.8	59695370.5	60666313.4
94000000.0	60790058.3	60156770.0	61132333.1
95000000.0	61251621.6	60615429.2	61595540.2
96000000.0	61710420.3	61071370.6	62055958.8
97000000.0	62166477.6	61524616.6	62513612.4
98000000.0	62619816.2	61975189.3	62968524.4
99000000.0	63070459.0	62423110.7	63420718.0
100000000.0	63518428.3	62868402.3	63870216.0
101000000.0	63963746.3	63311085.8	64317041.2
102000000.0	64406434.9	63751182.5	64761215.8
103000000.0	64846515.9	64188713.5	65202762.1
104000000.0	65284010.6	64623699.9	65641702.1
105000000.0	65718940.4	65056162.7	66078057.4
106000000.0	66151326.2	65486122.9	66511849.6
107000000.0	66581188.8	65913601.4	66943099.9
108000000.0	67008548.7	66338619.1	67371829.4
109000000.0	67433426.4	66761197.1	67798059.0
110000000.0	67855841.9	67181356.5	68221809.2
111000000.0	68275815.1	67599118.4	68643100.6
112000000.0	68693365.7	68014503.9	69061953.3
113000000.0	69108513.3	68427534.1	69478387.4
114000000.0	69521277.2	68838229.6	69892422.7
115000000.0	69931676.4	69246610.8	70304078.8
116000000.0	70339729.8	69652697.7	70713375.2
117000000.0	70745456.2	70056509.0	71120331.2
118000000.0	71148874.0	70458063.2	71524965.7
119000000.0	71550001.6	70857377.3	71927297.7
120000000.0	71948857.1	71254467.8	72327345.8
121000000.0	72345458.5	71649350.5	72725128.6
122000000.0	72739823.5	72042040.3	73120664.5
123000000.0	73131969.7	72432552.0	73513971.5
124000000.0	73521914.6	72820900.2	73905067.6
125000000.0	73909675.3	73207099.4	74293970.8
126000000.0	74295269.0	73591164.2	74680698.5
127000000.0	74678712.5	73973109.5	75065268.4
128000000.0	75060022.6	74352950.1	75447697.6
129000000.0	75439215.8	74730701.4	75828003.4
130000000.0	75816308.5	75106378.5	76206217.1
131000000.0	76191316.9	75479996.8	76582341.4
132000000.0	76564257.2	75851571.7	76956393.1
133000000.0	76935145.2	76221118.7	77328388.6
134000000.0	77303996.7	76588653.1	77698309.6
135000000.0	77670827.3	76954190.2	78066054.9
136000000.0	78035652.4	77317745.3	78431787.6
137000000.0	78398538.7	77679333.5	78795523.4
138000000.0	78759740.0	78038969.7	79157278.0
139000000.0	79118990.1	78396668.7	79517066.9
140000000.0	79476303.6	78752445.3	79874905.4
141000000.0	79831694.8	79106314.0	80230808.6
142000000.0	80185178.0	79458289.2	80584791.7
143000000.0	80536767.5	79808385.1	80936869.5
144000000.0	80886477.4	80156615.9	81287056.7
145000000.0	81234321.7	80502995.5	81635368.1
146000000.0	81580314.4	80847537.6	81981818.0
147000000.0	81924469.2	81190256.0	82326421.0
148000000.0	82266799.9	81531164.1	82669191.0
149000000.0	82607320.1	81870275.3	83010142.4
150000000.0	82946043.3	82207602.9	83349289.5
151000000.0	83282982.8	82543159.9	83686652.8
152000000.0	83618152.0	82876959.4	84022239.3
153000000.0	83951536.0	83209014.2	84356062.6
154000000.0	84283080.1	83539336.9	84688136.2
155000000.0	84612833.7	83867940.2	85018473.5
156000000.0	84940863.2	84194836.6	85347087.6
157000000.0	85267181.5	84520038.4	85673991.6
158000000.0	85591801.0	84843557.7	85999198.6
159000000.0	85914734.2	85165406.9	86322721.4
160000000.0	86235993.3	85485597.7	86644572.8
161000000.0	86555490.9	85804142.1	86964765.3
162000000.0	86873218.7	86121052.0	87283311.5
163000000.0	87189304.6	86436338.8	87600223.8
164000000.0	87503760.5	86750014.2	87915514.5
165000000.0	87816598.1	87062089.7	88229195.8
166000000.0	88128328.5	87372576.5	88541279.7
167000000.0	88438473.6	87681485.9	88851778.2
168000000.0	88746941.8	87988829.1	89160703.1
169000000.0	89053847.8	88294616.9	89468066.3
170000000.0	89359150.4	88598860.5	89773879.2
171000000.0	89662778.5	88901570.6	90078153.5
172000000.0	89964450.0	89202757.8	90380900.6
173000000.0	90264392.5	89502433.0	90682131.8
174000000.0	90562813.8	89800606.5	90981858.4
175000000.0	90859724.4	90097288.9	91280091.4
176000000.0	91155135.1	90392490.5	91576841.9
177000000.0	91449056.2	90686221.5	91872120.7
178000000.0	91741498.3	90978492.1	92165938.9
179000000.0	92032471.6	91269312.4	92458306.9
180000000.0	92321986.4	91558692.3	92749235.6
181000000.0	92610052.8	91846641.8	93038735.4
182000000.0	92896680.9	92133170.7	93326816.8
183000000.0	93181880.5	92418288.7	93613490.1
184000000.0	93465661.8	92702005.4	93898765.6
185000000.0	93748034.2	92984330.4	94182484.2
186000000.0	94029007.7	93265273.1	94464286.7
187000000.0	94308376.2	93544842.9	94744702.0
188000000.0	94586347.1	93823049.2	95023739.6
189000000.0	94863180.7	94099901.2	95301409.2
190000000.0	95138927.7	94375408.0	95577720.2
191000000.0	95413326.5	94649578.6	95852682.2
192000000.0	95686386.1	94922422.1	96126304.3
193000000.0	95958115.8	95193947.4	96398596.0
194000000.0	96228524.5	95464163.3	96669566.3
195000000.0	96497621.2	95733078.5	96939224.5
196000000.0	96765414.8	96000701.8	97208744.6
197000000.0	97031914.2	96267041.8	97477371.6
198000000.0	97297274.0	96532106.9	97744837.6
199000000.0	97562668.1	96795905.7	98011075.8
200000000.0	97826815.1	97058446.5	98276095.6
201000000.0	98089190.6	97319737.7	98540232.7
202000000.0	98351265.2	97579787.5	98803315.6
203000000.0	98612132.6	97838604.1	99065217.5
204000000.0	98870855.2	98096195.6	99325746.9
205000000.0	99127151.9	98352570.0	99583882.9
206000000.0	99382226.2	98607735.4	99840825.0
207000000.0	99636086.2	98861699.6	100096581.6
208000000.0	99888739.9	99114470.4	100351160.9
209000000.0	100140195.3	99366055.7	100604571.3
210000000.0	100390460.2	99616463.2	100856820.8
211000000.0	100639655.8	99865700.5	101107917.5
212000000.0	100887761.8	100113775.2	101357869.3
213000000.0	101134702.3	100360694.8	101606684.3
214000000.0	101380484.8	100606466.8	101854370.3
215000000.0	101625116.9	100851098.5	102100935.0
216000000.0	101868606.1	101094597.4	102346386.2
217000000.0	102111143.5	101336970.7	102590731.5
218000000.0	102352666.7	101578225.6	102833978.5
219000000.0	102593073.7	101818369.2	103076134.8
220000000.0	102832371.8	102057408.8	103317207.8
221000000.0	103070568.2	102295351.2	103557204.8
222000000.0	103307510.3	102532203.6	103796133.2
223000000.0	103543205.7	102767972.7	104034000.3
224000000.0	103777818.6	103002665.6	104270813.2
225000000.0	104011355.7	103236289.0	104506579.2
226000000.0	104243824.1	103468849.6	104741305.2
227000000.0	104475230.7	103700354.3	104974998.2
228000000.0	104705582.1	103930809.6	105207665.3
229000000.0	104934885.2	104160222.1	105439313.3
230000000.0	105163146.7	104388598.4	105669949.0
231000000.0	105390373.1	104615945.0	105899579.2
232000000.0	105616571.1	104842268.3	106128210.7
233000000.0	105841747.2	105067574.8	106355850.0
234000000.0	106065907.9	105291870.6	106582503.8
235000000.0	106289059.6	105515162.3	106808178.6
236000000.0	106511208.6	105737455.9	107032880.9
237000000.0	106732361.3	105958757.6	107256617.2
238000000.0	106952598.8	106179073.7	107479393.7
239000000.0	107171850.5	106398410.2	107701216.9
240000000.0	107389904.2	106616773.1	107922092.9
241000000.0	107607133.9	106834168.5	108142028.1
242000000.0	107823398.2	107050602.3	108361028.5
243000000.0	108038703.1	107266080.4	108579100.2
244000000.0	108253054.5	107480608.6	108796249.4
245000000.0	108466458.4	107694192.9	109012481.9
246000000.0	108678920.7	107906838.8	109227803.9
247000000.0	108890447.2	108118552.2	109442417.7
248000000.0	109100929.4	108329338.7	109659082.7
249000000.0	109310344.5	108539204.0	109874891.5
250000000.0	109518838.6	108748153.7	110089849.6
251000000.0	109726417.3	108956193.2	110303962.8
252000000.0	109933086.4	109163328.2	110517236.6
253000000.0	110138851.3	109369564.0	110729676.4
254000000.0	110343717.6	109574906.1	110941287.9
255000000.0	110547690.8	109779359.8	111152076.3
256000000.0	110750776.2	109982930.6	111362047.0
257000000.0	110952979.3	110185623.6	111571205.4
258000000.0	111154142.9	110387444.2	111779556.7
259000000.0	111354245.1	110588397.5	111987106.1
260000000.0	111553477.5	110788488.7	112193858.8
261000000.0	111751845.2	110987789.7	112399819.9
262000000.0	111949353.4	111187101.6	112604994.4
263000000.0	112146007.3	111385577.3	112809387.3
264000000.0	112341840.4	111583222.1	113013003.7
265000000.0	112537465.6	111780040.7	113215848.5
266000000.0	112732254.7	111976038.2	113417926.4
267000000.0	112927579.8	112171219.4	113619242.5
268000000.0	113121987.3	112365589.3	113820028.1
269000000.0	113314474.2	112559152.7	114020104.6
270000000.0	113506146.6	112751914.3	114219435.7
271000000.0	113697009.2	112943879.0	114418025.9
272000000.0	113887066.9	113135051.4	114615879.9
273000000.0	114076324.4	113325436.2	114813002.2
274000000.0	114264786.5	113515038.2	115009397.3
275000000.0	114452457.8	113703861.8	115205069.6
276000000.0	114639343.0	113891911.8	115400023.6
277000000.0	114825446.7	114079192.6	115594263.7
278000000.0	115011276.8	114265708.7	115787794.2
279000000.0	115196430.8	114451464.7	115980619.5
280000000.0	115380821.4	114636465.0	116172743.7
281000000.0	115564453.1	114820714.0	116364171.2
282000000.0	115747330.3	115004216.1	116554906.0
283000000.0	115930320.1	115186975.6	116744952.4
284000000.0	116112653.1	115368996.8	116933974.5
285000000.0	116293154.3	115550284.0	117119893.5
286000000.0	116472919.7	115730841.6	117305115.8
287000000.0	116651953.9	115910673.6	117489645.4
288000000.0	116830260.9	116089784.3	117673486.4
289000000.0	117007845.1	116268177.9	117856643.1
290000000.0	117184104.3	116445858.4	118039119.3
291000000.0	117358576.6	116622830.0	118220919.2
292000000.0	117532620.2	116799096.7	118402046.8
293000000.0	117706841.3	116974662.6	118582505.9
294000000.0	117879080.8	117149531.7	118762300.6
295000000.0	118050609.9	117323707.9	118941434.6
296000000.0	118221432.8	117497195.2	119119912.0
297000000.0	118391553.2	117669997.5	119297736.4
298000000.0	118560973.4	117842118.8	119474911.8
299000000.0	118730812.1	118013489.1	119651441.8
300000000.0	118900022.8	118182799.8	119827330.2
301000000.0	119069745.7	118351433.8	120002580.7
302000000.0	119239570.7	118519394.9	120177197.0
303000000.0	119408733.9	118686686.8	120351182.7
304000000.0	119577239.0	118853313.4	120524541.5
305000000.0	119745061.3	119019278.3	120697276.9
306000000.0	119910516.8	119184585.3	120869392.5
307000000.0	120075315.1	119349238.0	121040891.7
308000000.0	120239460.0	119513240.1	121211778.2
309000000.0	120402955.0	119676595.2	121382055.4
310000000.0	120565803.9	119839306.9	121551726.7
311000000.0	120728010.3	120001378.7	121720795.6
312000000.0	120889577.6	120162814.3	121889265.3
313000000.0	121049942.7	120323617.0	122057139.4
314000000.0	121209316.8	120483790.5	122224421.1
315000000.0	121368060.5	120643338.2	122391113.8
316000000.0	121526177.3	120802263.6	122557220.6
317000000.0	121683670.6	120960570.0	122723469.7
318000000.0	121840544.0	121118260.8	122892020.5
319000000.0	121996800.7	121275339.5	123060036.1
320000000.0	122152444.3	121431809.4	123227519.7
321000000.0	122307478.1	121587673.8	123394474.3
322000000.0	122461905.4	121742936.0	123560903.2
323000000.0	122615729.6	121897599.3	123726809.4
324000000.0	122768953.9	122051667.0	123892195.9
325000000.0	122921581.7	122205142.3	124057065.7
326000000.0	123073986.4	122358028.3	124221422.0
327000000.0	123226873.5	122510328.4	124385267.6
328000000.0	123378702.0	122662045.6	124548605.5
329000000.0	123529951.2	122813183.1	124711438.7
330000000.0	123680624.3	122963744.1	124873769.9
331000000.0	123830724.3	123113731.6	125035602.1
332000000.0	123978202.1	123263148.7	125196938.0
333000000.0	124124642.1	123411998.5	125357780.6
334000000.0	124270508.2	123560284.0	125518429.1
335000000.0	124415803.4	123708008.2	125678705.4
336000000.0	124561758.7	123855174.2	125838500.9
337000000.0	124707518.8	124001784.9	125997818.2
338000000.0	124852724.7	124147843.3	126156659.9
339000000.0	124997379.4	124293352.2	126315028.8
340000000.0	125141485.8	124438314.7	126472927.5
341000000.0	125285046.9	124582733.7	126630358.5
342000000.0	125428972.1	124726611.9	126787324.5
343000000.0	125573521.2	124869952.3	126943827.8
344000000.0	125717985.7	125012757.7	127100712.2
345000000.0	125861012.2	125155030.9	127259012.7
346000000.0	126002553.6	125296774.7	127416867.9
347000000.0	126141008.7	125437991.9	127574280.2
348000000.0	126278929.0	125578685.3	127731251.8
349000000.0	126416932.8	125718857.6	127887785.0
350000000.0	126557206.5	125858511.6	128043882.0
351000000.0	126698357.4	125997592.9	128199545.2
352000000.0	126840761.5	126135986.9	128354776.7
353000000.0	126982380.7	126273869.8	128509578.7
354000000.0	127120544.7	126411244.2	128663953.4
355000000.0	127258206.3	126548112.8	128817902.8
356000000.0	127395251.3	126684478.1	128971429.3
357000000.0	127531676.5	126820342.7	129124534.7
358000000.0	127667933.9	126954078.3	129277221.3
359000000.0	127803697.7	127086555.2	129429491.1
360000000.0	127938970.5	127218531.7	129581346.2
361000000.0	128073754.7	127350010.5	129732788.5
362000000.0	128208052.9	127480994.1	129883820.0
363000000.0	128341867.6	127611485.1	130034442.8
364000000.0	128475201.3	127741486.0	130184658.8
365000000.0	128608056.4	127870999.3	130334469.9
366000000.0	128740435.5	128000027.6	130483878.1
367000000.0	128872340.9	128128573.2	130632885.3
368000000.0	129003775.1	128256638.6	130781493.4
369000000.0	129134740.5	128384226.4	130929704.2
370000000.0	129265239.5	128511339.0	131077519.6
371000000.0	129394582.1	128637978.6	131224941.4
372000000.0	129523305.0	128764147.9	131371971.5
373000000.0	129651567.6	128889849.1	131518611.6
374000000.0	129779372.4	129015084.6	131664863.5
375000000.0	129906721.6	129139856.8	131810729.0
