TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	959853.0	952113.3	964436.4
2000000.0	1882354.5	1867352.2	1891232.0
3000000.0	2782725.5	2760685.0	2795738.4
4000000.0	3666313.5	3637475.6	3683440.5
5000000.0	4536078.5	4500579.6	4557197.4
6000000.0	5393827.5	5351777.6	5418822.0
7000000.0	6240767.5	6192296.2	6269551.0
8000000.0	7077800.0	7023023.9	7110304.4
9000000.0	7905614.0	7844635.7	7941762.4
10000000.0	8724757.5	8657688.3	8764481.2
11000000.0	9535660.0	9462598.2	9578904.9
12000000.0	10338693.5	10259732.9	10385394.6
13000000.0	11134172.5	11049404.4	11184260.8
14000000.0	11922330.0	11831879.7	11975788.3
15000000.0	12703419.0	12607382.5	12760200.8
16000000.0	13477649.0	13376120.2	13537705.3
17000000.0	14245215.0	14138276.9	14308493.5
18000000.0	15006279.0	14894011.0	15072728.6
19000000.0	15760997.0	15643482.2	15830568.9
20000000.0	16509511.5	16386822.3	16582154.3
21000000.0	17251943.5	17124163.8	17327615.9
22000000.0	17988420.0	17855618.6	18067068.3
23000000.0	18719044.5	18581298.9	18800627.6
24000000.0	19443927.0	19301306.2	19528396.5
25000000.0	20163162.5	20015746.0	20250479.4
26000000.0	20876849.0	20724700.0	20966968.1
27000000.0	21585075.0	21428261.6	21677954.8
28000000.0	22287922.5	22126514.1	22383521.1
29000000.0	22985475.0	22819534.7	23083752.7
30000000.0	23677806.5	23507401.9	23778720.2
31000000.0	24364993.5	24190187.5	24468507.7
32000000.0	25047092.0	24867962.9	25153180.3
33000000.0	25724161.0	25540794.7	25832814.2
34000000.0	26396292.5	26208747.7	26507470.6
35000000.0	27063547.0	26871885.7	27177216.4
36000000.0	27725988.0	27530271.2	27842114.8
37000000.0	28383674.5	28183965.8	28502227.0
38000000.0	29036669.0	28833026.2	29157614.2
39000000.0	29685026.5	29477503.4	29808329.8
40000000.0	30328809.5	30117457.1	30454433.4
41000000.0	30968096.5	30752939.8	31095976.9
42000000.0	31602909.5	31384000.1	31733014.4
43000000.0	32233299.5	32010691.0	32365601.3
44000000.0	32859317.5	32633063.3	32993783.6
45000000.0	33481013.5	33251164.8	33617613.5
46000000.0	34098434.0	33865040.8	34237137.7
47000000.0	34711625.5	34474739.9	34852406.9
48000000.0	35320636.5	35080306.5	35463466.0
49000000.0	35925533.5	35681784.6	36070359.6
50000000.0	36526355.5	36279217.2	36673133.6
51000000.0	37123127.0	36872649.0	37271831.6
52000000.0	37715893.0	37462120.8	37866496.0
53000000.0	38304695.0	38047673.5	38457170.3
54000000.0	38889573.5	38629347.3	39043895.1
55000000.0	39470607.5	39207182.2	39626709.1
56000000.0	40047812.9	39781216.2	40205656.4
57000000.0	40621216.4	40351489.9	40780774.2
58000000.0	41190855.7	40918039.6	41352101.4
59000000.0	41756768.3	41480902.3	41919675.8
60000000.0	42318991.3	42040114.4	42483535.0
61000000.0	42877560.9	42595711.8	43043715.6
62000000.0	43432513.2	43147729.9	43600253.9
63000000.0	43983883.3	43696203.2	44153185.6
64000000.0	44531706.0	44241166.1	44702545.7
65000000.0	45076015.5	44782652.2	45248368.8
66000000.0	45616845.5	45320742.4	45790689.0
67000000.0	46154229.2	45855460.9	46329539.9
68000000.0	46688199.3	46386803.5	46864954.4
69000000.0	47218788.1	46914801.8	47396965.2
70000000.0	47746027.4	47439487.2	47925604.4
71000000.0	48269948.4	47960890.5	48450903.6
72000000.0	48790582.1	48479042.1	48972894.1
73000000.0	49307959.0	48993972.0	49491606.5
74000000.0	49822109.1	49505709.8	50007071.4
75000000.0	50333061.0	50014284.7	50519318.6
76000000.0	50840809.5	50519725.4	51028377.6
77000000.0	51345419.0	51022060.4	51534277.6
78000000.0	51846917.8	51521317.6	52037047.4
79000000.0	52345334.1	52017524.6	52536717.6
80000000.0	52840695.8	52510708.5	53033315.9
81000000.0	53333030.2	53000896.0	53526868.1
82000000.0	53822364.4	53488113.0	54017401.3
83000000.0	54308725.1	53972384.0	54504942.5
84000000.0	54792138.8	54453728.8	54989518.3
85000000.0	55272631.4	54932123.6	55471154.9
86000000.0	55750228.8	55408014.9	55949878.1
87000000.0	56224956.4	55880661.8	56425713.6
88000000.0	56696815.1	56350589.5	56898686.5
89000000.0	57165774.6	56817737.3	57368821.8
90000000.0	57631936.8	57282121.4	57836144.0
91000000.0	58095325.7	57743763.3	58300677.4
92000000.0	58555965.2	58202685.8	58762446.1
93000000.0	59013879.2	58658911.8	59221473.6
94000000.0	59469090.7	59112464.0	59677783.4
95000000.0	59921623.0	59563365.1	60131398.6
96000000.0	60371498.8	60011637.3	60582342.0
97000000.0	60818740.7	60457302.8	61030636.0
98000000.0	61263370.9	60900383.5	61476309.0
99000000.0	61705411.3	61340900.9	61919384.1
100000000.0	62144883.9	61778876.6	62359779.6
101000000.0	62581810.0	62214331.6	62797614.1
102000000.0	63016211.0	62647286.9	63232908.9
103000000.0	63448107.8	63077763.0	63665685.4
104000000.0	63877521.3	63505780.6	64095964.3
105000000.0	64304472.0	63931359.7	64523766.6
106000000.0	64728980.1	64354520.4	64949112.6
107000000.0	65151065.8	64775282.4	65372022.6
108000000.0	65570749.0	65193665.3	65792527.4
109000000.0	65988049.3	65609688.3	66210638.5
110000000.0	66402986.2	66023370.8	66626373.2
111000000.0	66815578.7	66434731.4	67039751.0
112000000.0	67225846.1	66843789.0	67450791.1
113000000.0	67633806.9	67250562.0	67859562.0
114000000.0	68039480.0	67655068.8	68266064.0
115000000.0	68442883.5	68057327.4	68670315.0
116000000.0	68844035.8	68457355.8	69072320.8
117000000.0	69242954.9	68855171.6	69472083.4
118000000.0	69639658.5	69250792.5	69869620.7
119000000.0	70033932.4	69644235.6	70264950.5
120000000.0	70425970.5	70035518.3	70658694.4
121000000.0	70815814.8	70424657.4	71050180.9
