TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
1000000.0	955005.5	945578.1	960046.2
2000000.0	1867280.5	1849042.8	1877010.9
3000000.0	2754091.5	2727392.6	2768387.4
4000000.0	3621566.0	3586684.0	3640296.3
5000000.0	4472989.5	4430130.3	4495981.4
6000000.0	5310381.0	5259733.7	5337498.2
7000000.0	6135090.0	6076876.0	6166268.2
8000000.0	6948169.0	6882555.3	6983316.8
9000000.0	7750404.0	7677557.9	7789438.8
10000000.0	8542430.5	8462499.2	8585259.8
11000000.0	9324751.5	9237889.2	9371302.5
12000000.0	10097800.5	10004147.6	10148003.0
13000000.0	10861953.0	10761661.5	10915730.5
14000000.0	11617497.5	11510745.1	11674811.6
15000000.0	12364734.5	12251667.4	12425527.7
16000000.0	13103933.0	12984674.9	13168133.4
17000000.0	13835315.5	13709991.6	13902865.1
18000000.0	14559093.5	14427826.2	14629927.2
19000000.0	15275462.0	15138362.6	15349515.4
20000000.0	15984588.0	15841775.6	16061805.0
21000000.0	16686643.5	16538228.3	16766959.3
22000000.0	17381777.0	17227865.9	17465146.0
23000000.0	18070135.5	17910835.3	18156500.7
24000000.0	18751852.5	18587265.9	18841157.4
25000000.0	19427056.5	19257284.4	19519246.7
26000000.0	20095869.0	19921011.8	20190888.5
27000000.0	20758409.5	20578560.8	20856205.5
28000000.0	21414783.0	21230040.2	21515304.0
29000000.0	22065102.0	21875554.4	22168296.6
30000000.0	22709464.0	22515201.3	22815281.3
31000000.0	23347969.0	23149081.4	23456359.6
32000000.0	23980708.5	23777282.3	24091625.4
33000000.0	24607777.5	24399896.4	24721173.4
34000000.0	25229262.0	25017008.8	25345090.4
35000000.0	25845248.5	25628705.4	25963464.0
36000000.0	26455817.0	26235063.1	26576376.2
37000000.0	27061049.1	26836162.2	27183908.5
38000000.0	27661023.7	27432080.2	27786140.7
39000000.0	28255815.2	28022890.3	28383148.4
40000000.0	28845497.2	28608664.5	28975006.0
41000000.0	29430141.4	29189472.9	29561786.1
42000000.0	30009817.4	29765384.1	30143559.2
43000000.0	30584593.4	30336464.6	30720394.3
44000000.0	31154535.6	30902779.8	31292358.5
45000000.0	31719709.1	31464393.1	31859517.9
46000000.0	32280177.0	32021366.7	32421930.9
47000000.0	32836001.2	32573761.4	32979665.8
48000000.0	33387242.4	33121636.6	33532783.5
49000000.0	33933959.6	33665050.4	34081344.2
50000000.0	34476210.8	34204059.7	34625406.4
51000000.0	35014052.8	34738720.4	35165027.4
52000000.0	35547540.9	35269087.0	35700263.5
53000000.0	36076729.6	35795213.2	36231169.7
54000000.0	36601671.4	36317151.3	36757799.9
55000000.0	37122476.2	36834953.0	37280207.0
