Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	C0_R1.raw	C0_R2.raw	C1_R1.raw	C1_R2.raw	C0_R1.pseudo	C0_R2.pseudo	C1_R1.pseudo	C1_R2.pseudo
Interval_13	chr1	733420	734394	+	975	32.4858219904332	2.32847812131163	0.578093613118839	4.02785650709648	5.62876780424569e-05	0.000862377242422365	3	8	15	28	3.40928983578622	4.91305838102741	20.5796457797479	22.7620771785381
Interval_18	chr1	867441	867970	+	530	40.697659160169	1.91753241477023	0.405718022044918	4.72626876446206	2.28682931113859e-06	5.98145732660482e-05	13	24	31	82	14.773589288407	14.7391751430822	42.5312679448122	66.6603688800044
Interval_23	chr1	966124	967269	+	1146	130.3813781359	1.08091909481225	0.236278519494698	4.57476666572945	4.76751021313495e-06	0.000110658550122409	54	134	117	183	61.367217044152	82.293727882209	160.521237082033	148.766432988302
Interval_27	chr1	1019188	1022088	+	2901	357.086761327185	0.91163540066086	0.213456569293918	4.27082381992933	1.94752217311676e-05	0.000357906258030419	167	322	275	439	189.783800858766	197.750599836353	377.293505962044	356.876852906365
Interval_31	chr1	1063936	1064606	+	671	149.554964260009	1.56764029534489	0.241862626763146	6.48153175347781	9.07960537793859e-11	9.12116929974213e-09	71	104	136	285	80.6865261136073	63.8697589533563	186.588788403047	231.685428424405
Interval_32	chr1	1069184	1070503	+	1320	186.975332774085	1.05945719654952	0.212662415928986	4.98187322814626	6.29716860247379e-07	1.99858397478513e-05	106	196	144	370	120.46157419778	120.369930335171	197.564599485579	300.784591287825
Interval_40	chr1	1201004	1201856	+	853	187.13569409307	2.48279858592045	0.222342195269672	11.1665650458705	5.94350990972797e-29	1.28370429560793e-25	61	80	245	383	69.3222266609865	49.1305838102741	336.134214402548	311.352698549289
Interval_41	chr1	1208041	1209352	+	1312	114.809887635458	1.46303175653541	0.230670786802737	6.34250993293986	2.26051629969212e-10	2.04778824261513e-08	57	103	118	232	64.7765068799382	63.2556266557278	161.89321346735	188.600068050744
Interval_42	chr1	1212935	1215355	+	2421	98.2034496285991	1.49948397668912	0.252182625583733	5.94602412921284	2.74733666661677e-09	1.84069313939514e-07	54	93	110	222	61.367217044152	57.1143036794436	150.917402384818	180.470754772695
Interval_47	chr1	1281803	1283352	+	1550	100.363018140421	1.10150494645117	0.3131295896213	3.51772870709322	0.000435257097474746	0.00446932203404758	54	77	67	163	61.367217044152	47.2881869173888	91.9224178162071	132.507806432204
Interval_51	chr1	1344612	1345613	+	1002	113.408079401352	2.34878659757177	0.270023944485485	8.69843821460815	3.36482930434372e-18	1.80500000212226e-15	28	58	105	245	31.8200384673381	35.6196732624487	144.057520458235	199.168175312208
Interval_56	chr1	1433388	1435887	+	2500	84.2585414886644	0.939285704422103	0.280417827272885	3.34959340337535	0.000809302641986355	0.00731930634031825	66	89	88	150	75.0043763872969	54.6577744889299	120.733921907854	121.93969917074
Interval_92	chr1	2180299	2180842	+	544	32.5136484304149	1.42693377177772	0.424823939073587	3.35888268182211	0.000782582831950324	0.00712950420129769	10	29	27	54	11.3642994526207	17.8098366312243	37.0433624035462	43.8982917014663
