userId	geneSymbol	geneName	entrezgene	score	gLink
A2M	A2M	alpha-2-macroglobulin	2	0.0582064670260172	https://www.ncbi.nlm.nih.gov/gene/?term=2
AAAS	AAAS	aladin WD repeat nucleoporin	8086	0.0683238596495267	https://www.ncbi.nlm.nih.gov/gene/?term=8086
AACS	AACS	acetoacetyl-CoA synthetase	65985	0.183579712757981	https://www.ncbi.nlm.nih.gov/gene/?term=65985
AADAT	AADAT	aminoadipate aminotransferase	51166	0.120956254715995	https://www.ncbi.nlm.nih.gov/gene/?term=51166
AAGAB	AAGAB	alpha and gamma adaptin binding protein	79719	0.149242261434822	https://www.ncbi.nlm.nih.gov/gene/?term=79719
AAK1	AAK1	AP2 associated kinase 1	22848	-0.00514634472605459	https://www.ncbi.nlm.nih.gov/gene/?term=22848
AAMP	AAMP	angio associated migratory cell protein	14	-0.162906979649044	https://www.ncbi.nlm.nih.gov/gene/?term=14
AAR2	AAR2	AAR2 splicing factor homolog	25980	-0.11272339553434	https://www.ncbi.nlm.nih.gov/gene/?term=25980
AARD	AARD	alanine and arginine rich domain containing protein	441376	-0.248625310604312	https://www.ncbi.nlm.nih.gov/gene/?term=441376
AARS	AARS	alanyl-tRNA synthetase	16	-0.0101523510410908	https://www.ncbi.nlm.nih.gov/gene/?term=16
AARS2	AARS2	alanyl-tRNA synthetase 2, mitochondrial	57505	0.0249419541668474	https://www.ncbi.nlm.nih.gov/gene/?term=57505
AARSD1	AARSD1	alanyl-tRNA synthetase domain containing 1	80755	0.0598479222342741	https://www.ncbi.nlm.nih.gov/gene/?term=80755
AASDHPPT	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	60496	-0.147687233300326	https://www.ncbi.nlm.nih.gov/gene/?term=60496
AASS	AASS	aminoadipate-semialdehyde synthase	10157	0.0481434166997092	https://www.ncbi.nlm.nih.gov/gene/?term=10157
AATF	AATF	apoptosis antagonizing transcription factor	26574	-0.111383942252822	https://www.ncbi.nlm.nih.gov/gene/?term=26574
ABCA1	ABCA1	ATP binding cassette subfamily A member 1	19	-0.207704224033173	https://www.ncbi.nlm.nih.gov/gene/?term=19
ABCA11P	ABCA11P	ATP binding cassette subfamily A member 11, pseudogene	79963	-0.0207227799551548	https://www.ncbi.nlm.nih.gov/gene/?term=79963
ABCA13	ABCA13	ATP binding cassette subfamily A member 13	154664	0.0697868289600296	https://www.ncbi.nlm.nih.gov/gene/?term=154664
ABCA3	ABCA3	ATP binding cassette subfamily A member 3	21	0.115560046628409	https://www.ncbi.nlm.nih.gov/gene/?term=21
ABCA5	ABCA5	ATP binding cassette subfamily A member 5	23461	0.0821200091316396	https://www.ncbi.nlm.nih.gov/gene/?term=23461
ABCA7	ABCA7	ATP binding cassette subfamily A member 7	10347	-0.0871708160608371	https://www.ncbi.nlm.nih.gov/gene/?term=10347
ABCB10	ABCB10	ATP binding cassette subfamily B member 10	23456	0.055252185339409	https://www.ncbi.nlm.nih.gov/gene/?term=23456
ABCB4	ABCB4	ATP binding cassette subfamily B member 4	5244	0.0893170483832135	https://www.ncbi.nlm.nih.gov/gene/?term=5244
ABCB6	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	-0.017118021947467	https://www.ncbi.nlm.nih.gov/gene/?term=10058
ABCB7	ABCB7	ATP binding cassette subfamily B member 7	22	-0.28014768564923	https://www.ncbi.nlm.nih.gov/gene/?term=22
ABCB8	ABCB8	ATP binding cassette subfamily B member 8	11194	-0.0496984146554472	https://www.ncbi.nlm.nih.gov/gene/?term=11194
ABCB9	ABCB9	ATP binding cassette subfamily B member 9	23457	0.141322551144736	https://www.ncbi.nlm.nih.gov/gene/?term=23457
ABCC1	ABCC1	ATP binding cassette subfamily C member 1	4363	0.250973523318009	https://www.ncbi.nlm.nih.gov/gene/?term=4363
ABCC10	ABCC10	ATP binding cassette subfamily C member 10	89845	-0.0506768947616731	https://www.ncbi.nlm.nih.gov/gene/?term=89845
ABCC13	ABCC13	ATP binding cassette subfamily C member 13 (pseudogene)	150000	0.437431770713189	https://www.ncbi.nlm.nih.gov/gene/?term=150000
ABCC3	ABCC3	ATP binding cassette subfamily C member 3	8714	0.0286030836647538	https://www.ncbi.nlm.nih.gov/gene/?term=8714
ABCC5	ABCC5	ATP binding cassette subfamily C member 5	10057	-0.0301742139634567	https://www.ncbi.nlm.nih.gov/gene/?term=10057
ABCC5-AS1	ABCC5-AS1	ABCC5 antisense RNA 1	100873982	0.0995868658569584	https://www.ncbi.nlm.nih.gov/gene/?term=100873982
ABCC6	ABCC6	ATP binding cassette subfamily C member 6	368	0.0874752426313249	https://www.ncbi.nlm.nih.gov/gene/?term=368
ABCC9	ABCC9	ATP binding cassette subfamily C member 9	10060	-0.89826096155949	https://www.ncbi.nlm.nih.gov/gene/?term=10060
ABCD2	ABCD2	ATP binding cassette subfamily D member 2	225	0.138885762461259	https://www.ncbi.nlm.nih.gov/gene/?term=225
ABCD4	ABCD4	ATP binding cassette subfamily D member 4	5826	0.0167955930353556	https://www.ncbi.nlm.nih.gov/gene/?term=5826
ABCF1	ABCF1	ATP binding cassette subfamily F member 1	23	-0.164916495298607	https://www.ncbi.nlm.nih.gov/gene/?term=23
ABCF2	ABCF2	ATP binding cassette subfamily F member 2	10061	-0.246723906282491	https://www.ncbi.nlm.nih.gov/gene/?term=10061
ABCF3	ABCF3	ATP binding cassette subfamily F member 3	55324	-0.0654030261748444	https://www.ncbi.nlm.nih.gov/gene/?term=55324
ABCG2	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	0.0938433477767909	https://www.ncbi.nlm.nih.gov/gene/?term=9429
ABHD1	ABHD1	abhydrolase domain containing 1	84696	0.0879199119030125	https://www.ncbi.nlm.nih.gov/gene/?term=84696
ABHD10	ABHD10	abhydrolase domain containing 10	55347	0.258252084924775	https://www.ncbi.nlm.nih.gov/gene/?term=55347
ABHD11	ABHD11	abhydrolase domain containing 11	83451	0.13594518346465	https://www.ncbi.nlm.nih.gov/gene/?term=83451
ABHD12B	ABHD12B	abhydrolase domain containing 12B	145447	0.046250466061037	https://www.ncbi.nlm.nih.gov/gene/?term=145447
ABHD13	ABHD13	abhydrolase domain containing 13	84945	0.209944980068932	https://www.ncbi.nlm.nih.gov/gene/?term=84945
ABHD14A-ACY1	ABHD14A-ACY1	ABHD14A-ACY1 readthrough	100526760	-0.223270724354191	https://www.ncbi.nlm.nih.gov/gene/?term=100526760
ABHD16A	ABHD16A	abhydrolase domain containing 16A	7920	0.150316850119862	https://www.ncbi.nlm.nih.gov/gene/?term=7920
ABHD17B	ABHD17B	abhydrolase domain containing 17B	51104	-0.124656890551449	https://www.ncbi.nlm.nih.gov/gene/?term=51104
ABHD17C	ABHD17C	abhydrolase domain containing 17C	58489	-0.01730710069647	https://www.ncbi.nlm.nih.gov/gene/?term=58489
ABHD2	ABHD2	abhydrolase domain containing 2	11057	0.132621989820508	https://www.ncbi.nlm.nih.gov/gene/?term=11057
ABHD3	ABHD3	abhydrolase domain containing 3	171586	0.0370493296497538	https://www.ncbi.nlm.nih.gov/gene/?term=171586
ABHD4	ABHD4	abhydrolase domain containing 4	63874	0.180548531413367	https://www.ncbi.nlm.nih.gov/gene/?term=63874
ABHD5	ABHD5	abhydrolase domain containing 5	51099	0.0732083903886459	https://www.ncbi.nlm.nih.gov/gene/?term=51099
ABHD6	ABHD6	abhydrolase domain containing 6	57406	0.039865638628689803	https://www.ncbi.nlm.nih.gov/gene/?term=57406
ABHD8	ABHD8	abhydrolase domain containing 8	79575	0.0662447133465182	https://www.ncbi.nlm.nih.gov/gene/?term=79575
ABI1	ABI1	abl interactor 1	10006	0.0526698969701469	https://www.ncbi.nlm.nih.gov/gene/?term=10006
ABI2	ABI2	abl interactor 2	10152	0.233382581094264	https://www.ncbi.nlm.nih.gov/gene/?term=10152
ABI3BP	ABI3BP	ABI family member 3 binding protein	25890	-0.161112783906391	https://www.ncbi.nlm.nih.gov/gene/?term=25890
ABL1	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	25	-0.12569661592976	https://www.ncbi.nlm.nih.gov/gene/?term=25
ABL2	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	27	-0.167657521675827	https://www.ncbi.nlm.nih.gov/gene/?term=27
ABLIM1	ABLIM1	actin binding LIM protein 1	3983	0.413544442877515	https://www.ncbi.nlm.nih.gov/gene/?term=3983
ABLIM3	ABLIM3	actin binding LIM protein family member 3	22885	0.00847769314808016	https://www.ncbi.nlm.nih.gov/gene/?term=22885
ABRACL	ABRACL	ABRA C-terminal like	58527	0.149495492391384	https://www.ncbi.nlm.nih.gov/gene/?term=58527
ABT1	ABT1	activator of basal transcription 1	29777	0.0807126159344229	https://www.ncbi.nlm.nih.gov/gene/?term=29777
ABTB1	ABTB1	ankyrin repeat and BTB domain containing 1	80325	0.293665780060167	https://www.ncbi.nlm.nih.gov/gene/?term=80325
ABTB2	ABTB2	ankyrin repeat and BTB domain containing 2	25841	0.0317499302348542	https://www.ncbi.nlm.nih.gov/gene/?term=25841
ACAA1	ACAA1	acetyl-CoA acyltransferase 1	30	-0.0466475486472802	https://www.ncbi.nlm.nih.gov/gene/?term=30
ACAA2	ACAA2	acetyl-CoA acyltransferase 2	10449	0.0499562816776268	https://www.ncbi.nlm.nih.gov/gene/?term=10449
ACACB	ACACB	acetyl-CoA carboxylase beta	32	-0.185522746112778	https://www.ncbi.nlm.nih.gov/gene/?term=32
ACAD10	ACAD10	acyl-CoA dehydrogenase family member 10	80724	0.274895792587792	https://www.ncbi.nlm.nih.gov/gene/?term=80724
ACAD11	ACAD11	acyl-CoA dehydrogenase family member 11	84129	0.0621827603488551	https://www.ncbi.nlm.nih.gov/gene/?term=84129
ACAD8	ACAD8	acyl-CoA dehydrogenase family member 8	27034	0.034555628148856	https://www.ncbi.nlm.nih.gov/gene/?term=27034
ACAD9	ACAD9	acyl-CoA dehydrogenase family member 9	28976	-0.190934765889955	https://www.ncbi.nlm.nih.gov/gene/?term=28976
ACADL	ACADL	acyl-CoA dehydrogenase long chain	33	-0.460194131281584	https://www.ncbi.nlm.nih.gov/gene/?term=33
ACADM	ACADM	acyl-CoA dehydrogenase medium chain	34	-0.0491441317228866	https://www.ncbi.nlm.nih.gov/gene/?term=34
ACADS	ACADS	acyl-CoA dehydrogenase short chain	35	0.220481657507516	https://www.ncbi.nlm.nih.gov/gene/?term=35
ACAP1	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	9744	0.144862911052982	https://www.ncbi.nlm.nih.gov/gene/?term=9744
ACAP2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527	9.48111384157545e-4	https://www.ncbi.nlm.nih.gov/gene/?term=23527
ACAT1	ACAT1	acetyl-CoA acetyltransferase 1	38	-0.0642518882345793	https://www.ncbi.nlm.nih.gov/gene/?term=38
ACBD3	ACBD3	acyl-CoA binding domain containing 3	64746	0.0750967924296229	https://www.ncbi.nlm.nih.gov/gene/?term=64746
ACBD4	ACBD4	acyl-CoA binding domain containing 4	79777	-0.0416992082247469	https://www.ncbi.nlm.nih.gov/gene/?term=79777
ACBD5	ACBD5	acyl-CoA binding domain containing 5	91452	0.00199681590484308	https://www.ncbi.nlm.nih.gov/gene/?term=91452
ACBD6	ACBD6	acyl-CoA binding domain containing 6	84320	0.112006959727426	https://www.ncbi.nlm.nih.gov/gene/?term=84320
ACBD7	ACBD7	acyl-CoA binding domain containing 7	414149	0.590524603205178	https://www.ncbi.nlm.nih.gov/gene/?term=414149
ACD	ACD	ACD, shelterin complex subunit and telomerase recruitment factor	65057	0.253390859502089	https://www.ncbi.nlm.nih.gov/gene/?term=65057
ACER2	ACER2	alkaline ceramidase 2	340485	0.0835813147268221	https://www.ncbi.nlm.nih.gov/gene/?term=340485
ACER3	ACER3	alkaline ceramidase 3	55331	0.0856243744617509	https://www.ncbi.nlm.nih.gov/gene/?term=55331
ACHE	ACHE	acetylcholinesterase (Cartwright blood group)	43	-0.219004697553345	https://www.ncbi.nlm.nih.gov/gene/?term=43
