## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[C4_R1.sorted.bam] OUTPUT=C4_R1.mLb.mkD.sorted.bam METRICS_FILE=C4_R1.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:26:22 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
C4_R1_T1	73858	23289806	0	1096580	26524	5897210	323599	0.253378	39303376
C4_R1_T2	38066	20067712	0	940032	14554	4202071	223015	0.209558	42622294

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
1.0	27193918	0	27552560
2.0	4723121	515535	4488760
3.0	845491	14409	752119
4.0	197096	649	174413
5.0	76836	41	71808
6.0	45340	10	44341
7.0	31470	3	30768
8.0	23177	1	23003
9.0	17893	0	17811
10.0	14285	1	14104
11.0	11563	1	11377
12.0	9435	0	9373
13.0	7759	0	7651
14.0	6503	0	6432
15.0	5559	1	5528
16.0	4815	0	4700
17.0	4068	0	4049
18.0	3659	0	3665
19.0	3115	0	3051
20.0	2734	0	2690
21.0	2383	0	2393
22.0	2227	0	2183
23.0	1981	0	1994
24.0	1831	0	1777
25.0	1562	0	1529
26.0	1426	0	1434
27.0	1296	0	1257
28.0	1162	0	1161
29.0	1138	0	1128
30.0	941	0	923
31.0	905	0	913
32.0	838	0	817
33.0	756	0	766
34.0	681	0	656
35.0	664	0	657
36.0	649	0	646
37.0	537	0	503
38.0	486	0	492
39.0	446	0	463
40.0	425	0	383
41.0	405	0	425
42.0	364	0	356
43.0	354	1	336
44.0	349	0	356
45.0	328	0	323
46.0	295	0	288
47.0	285	0	290
48.0	275	0	258
49.0	235	0	240
50.0	236	0	257
51.0	256	0	226
52.0	210	0	196
53.0	187	0	187
54.0	202	0	221
55.0	200	0	175
56.0	150	0	153
57.0	156	0	136
58.0	127	0	139
59.0	150	0	147
60.0	134	0	145
61.0	133	0	120
62.0	106	0	108
63.0	101	0	112
64.0	109	0	97
65.0	100	0	121
66.0	117	0	93
67.0	106	0	95
68.0	78	0	78
69.0	78	0	72
70.0	71	0	86
71.0	110	0	113
72.0	66	0	56
73.0	72	0	79
74.0	78	0	74
75.0	65	0	55
76.0	55	0	61
77.0	69	0	60
78.0	41	0	40
79.0	51	0	60
80.0	56	0	41
81.0	40	0	45
82.0	41	0	41
83.0	39	0	34
84.0	33	0	39
85.0	39	0	45
86.0	45	0	38
87.0	43	0	43
88.0	34	0	31
89.0	38	0	33
90.0	33	0	39
91.0	38	0	33
92.0	20	0	19
93.0	19	0	24
94.0	36	0	24
95.0	26	0	28
96.0	22	0	26
97.0	29	0	29
98.0	23	0	18
99.0	17	0	21
100.0	27	0	24
101.0	27	0	30
102.0	20	0	21
103.0	21	0	24
104.0	20	0	19
105.0	18	0	18
106.0	22	0	26
107.0	20	0	16
108.0	28	0	26
109.0	29	0	20
110.0	15	0	14
111.0	10	0	11
112.0	12	0	17
113.0	15	0	16
114.0	21	0	22
115.0	22	0	19
116.0	18	0	17
117.0	14	0	13
118.0	14	0	8
119.0	12	0	12
120.0	13	0	19
121.0	12	0	7
122.0	12	0	12
123.0	8	0	10
124.0	8	0	11
125.0	11	0	9
126.0	15	0	13
127.0	7	0	9
128.0	11	0	10
129.0	10	0	9
130.0	7	0	9
131.0	12	0	11
132.0	7	0	4
133.0	4	0	5
134.0	5	0	7
135.0	8	0	9
136.0	9	0	8
137.0	9	0	6
138.0	6	0	8
139.0	2	0	5
140.0	11	0	7
141.0	4	0	4
142.0	5	0	3
143.0	5	0	7
144.0	8	0	9
145.0	7	0	6
146.0	4	0	8
147.0	10	0	6
148.0	8	0	8
149.0	5	0	3
150.0	3	0	1
151.0	4	0	6
152.0	4	0	7
153.0	4	0	4
154.0	9	0	9
155.0	5	0	7
156.0	11	0	4
157.0	3	0	2
