## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[IK0_R2.sorted.bam] OUTPUT=IK0_R2.mLb.mkD.sorted.bam METRICS_FILE=IK0_R2.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:35:13 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IK0_R2_T1	95307	36372738	0	2137413	50348	9941131	502175	0.273646	55587971
IK0_R2_T2	106503	35363335	0	1752359	52917	10682246	484368	0.302364	47343572

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
1.0	39600206	0	40171218
2.0	8567551	921226	8235761
3.0	1825435	29348	1659745
4.0	466963	1767	416949
5.0	175418	205	162363
6.0	95805	48	92124
7.0	65650	21	63927
8.0	48365	7	47621
9.0	37391	0	36761
10.0	29928	0	29389
11.0	24270	0	23866
12.0	20176	0	19887
13.0	16965	1	16759
14.0	13934	0	13715
15.0	12034	0	11845
16.0	10400	0	10249
17.0	9305	0	9136
18.0	7876	0	7828
19.0	6996	0	6876
20.0	6191	0	6067
21.0	5384	1	5223
22.0	4863	0	4817
23.0	4353	0	4339
24.0	3924	0	3886
25.0	3608	0	3491
26.0	3258	0	3200
27.0	2965	0	2927
28.0	2738	0	2724
29.0	2526	0	2480
30.0	2332	0	2253
31.0	2052	0	2087
32.0	1876	0	1819
33.0	1801	0	1794
34.0	1634	0	1541
35.0	1479	0	1502
36.0	1399	0	1368
37.0	1279	0	1266
38.0	1244	0	1224
39.0	1197	0	1186
40.0	1087	0	1069
41.0	1039	0	1007
42.0	925	0	906
43.0	822	0	835
44.0	829	0	808
45.0	752	0	736
46.0	736	0	675
47.0	639	0	641
48.0	628	0	621
49.0	605	0	600
50.0	562	0	551
51.0	518	0	506
52.0	513	0	531
53.0	536	0	533
54.0	444	1	441
55.0	449	0	406
56.0	392	0	371
57.0	396	0	413
58.0	366	0	371
59.0	371	0	351
60.0	345	0	317
61.0	309	0	322
62.0	322	0	297
63.0	285	0	302
64.0	279	0	268
65.0	258	0	269
66.0	279	0	264
67.0	238	0	224
68.0	216	0	196
69.0	222	0	243
70.0	233	0	233
71.0	219	0	207
72.0	209	0	202
73.0	178	0	176
74.0	185	0	181
75.0	190	0	183
76.0	174	0	167
77.0	148	0	129
78.0	152	0	155
79.0	149	0	160
80.0	155	0	150
81.0	138	0	139
82.0	138	0	128
83.0	133	0	123
84.0	122	0	125
85.0	124	0	124
86.0	122	0	135
87.0	114	0	101
88.0	105	0	103
89.0	112	0	102
90.0	88	0	105
91.0	116	0	95
92.0	85	0	84
93.0	83	0	85
94.0	78	0	76
95.0	76	0	82
96.0	79	0	80
97.0	82	0	77
98.0	87	0	66
99.0	55	0	61
100.0	74	0	73
101.0	67	0	67
102.0	51	0	53
103.0	69	0	63
104.0	54	0	52
105.0	49	0	57
106.0	49	0	48
107.0	66	0	67
108.0	55	0	52
109.0	58	0	49
110.0	48	0	48
111.0	46	0	49
112.0	55	0	44
113.0	40	0	45
114.0	42	0	46
115.0	42	0	44
116.0	41	0	46
117.0	56	0	47
118.0	46	0	41
119.0	43	0	34
120.0	26	0	29
121.0	29	0	34
122.0	30	0	28
123.0	38	0	33
124.0	27	0	29
125.0	33	0	27
126.0	27	0	35
127.0	30	0	22
128.0	31	0	41
129.0	28	0	36
130.0	30	0	28
131.0	37	0	23
132.0	25	0	22
133.0	26	0	20
134.0	20	0	21
135.0	17	0	22
136.0	20	0	21
137.0	22	0	16
138.0	19	0	21
139.0	17	0	18
140.0	22	0	29
141.0	24	0	19
142.0	20	0	15
143.0	20	0	24
144.0	23	0	20
145.0	17	0	15
146.0	20	0	22
147.0	14	0	10
148.0	14	0	18
149.0	20	0	15
150.0	10	0	12
151.0	19	0	11
152.0	9	0	22
153.0	15	0	15
154.0	20	0	17
155.0	14	0	16
156.0	19	0	15
157.0	15	0	12
158.0	13	0	11
159.0	10	0	11
160.0	17	0	16
161.0	10	0	8
162.0	9	0	10
163.0	10	0	11
164.0	12	0	13
165.0	14	0	7
166.0	7	0	12
167.0	11	0	11
168.0	12	0	10
169.0	9	0	12
170.0	11	0	11
171.0	12	0	9
172.0	8	0	9
173.0	10	0	12
174.0	4	0	7
175.0	10	0	9
176.0	11	0	9
177.0	12	0	7
178.0	9	0	10
179.0	4	0	8
180.0	7	0	7
181.0	10	0	7
182.0	10	0	13
183.0	10	0	12
184.0	12	0	9
185.0	8	0	8
