## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[C1_R1.sorted.bam] OUTPUT=C1_R1.mLb.mkD.sorted.bam METRICS_FILE=C1_R1.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:27:28 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
C1_R1_T1	107851	25275085	0	1598533	35579	6695936	341541	0.265061	40195194
C1_R1_T2	58692	25273942	0	1098740	23391	6409287	269784	0.253761	42187395

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
1.0	30381272	0	30771315
2.0	5429530	575101	5177213
3.0	989031	16236	886277
4.0	236253	823	210787
5.0	94829	96	89378
6.0	57657	21	56421
7.0	40899	6	40329
8.0	30924	3	30584
9.0	24666	1	24312
10.0	19630	2	19537
11.0	16066	1	15887
12.0	13355	1	13245
13.0	11274	0	11194
14.0	9503	1	9381
15.0	8143	0	8070
16.0	7048	0	6983
17.0	6202	0	6118
18.0	5537	0	5499
19.0	4899	0	4842
20.0	4364	1	4345
21.0	3715	0	3684
22.0	3440	1	3395
23.0	3104	0	3017
24.0	2708	0	2751
25.0	2630	0	2613
26.0	2466	0	2390
27.0	2134	0	2120
28.0	1937	0	1931
29.0	1779	0	1743
30.0	1619	0	1600
31.0	1512	0	1478
32.0	1324	0	1316
33.0	1341	0	1344
34.0	1264	1	1262
35.0	1114	0	1061
36.0	999	0	1026
37.0	1013	0	985
38.0	928	0	912
39.0	876	0	863
40.0	796	0	793
41.0	729	0	721
42.0	640	0	634
43.0	642	0	634
44.0	636	0	617
45.0	556	0	572
46.0	538	0	512
47.0	560	0	566
48.0	498	0	480
49.0	465	0	466
50.0	451	1	442
51.0	437	0	429
52.0	375	0	380
53.0	363	0	375
54.0	358	0	324
55.0	346	0	356
56.0	347	0	343
57.0	298	0	305
58.0	273	0	259
59.0	299	0	301
60.0	242	0	246
61.0	251	0	221
62.0	228	0	211
63.0	193	0	222
64.0	206	0	181
65.0	182	0	195
66.0	185	0	176
67.0	184	0	179
68.0	184	0	196
69.0	197	0	187
70.0	164	1	149
71.0	149	0	160
72.0	161	0	147
73.0	139	0	144
74.0	142	0	138
75.0	117	0	120
76.0	120	0	121
77.0	132	0	122
78.0	114	0	116
79.0	119	0	135
80.0	117	0	98
81.0	104	0	111
82.0	103	0	87
83.0	88	0	90
84.0	94	0	95
85.0	89	0	95
86.0	92	0	82
87.0	88	0	90
88.0	86	0	76
89.0	68	0	86
90.0	89	0	82
91.0	69	0	68
92.0	69	0	57
93.0	66	0	75
94.0	70	0	57
95.0	62	0	68
96.0	55	0	62
97.0	73	0	74
