## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[C24_R2.sorted.bam] OUTPUT=C24_R2.mLb.mkD.sorted.bam METRICS_FILE=C24_R2.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:21:39 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
C24_R2_T1	33613	16567493	0	521211	16669	4445159	164591	0.268537	25681814
C24_R2_T2	36631	14122084	0	340261	14927	3515844	137973	0.249166	24068585

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
1.0	18818038	0	19014879
2.0	2893618	288055	2758781
3.0	531044	6628	484615
4.0	156360	276	145747
5.0	77429	28	75114
6.0	49817	1	49098
7.0	35693	1	35390
8.0	26791	0	26528
9.0	20551	0	20319
10.0	16125	1	15926
11.0	13002	0	12966
12.0	10841	0	10727
13.0	9064	1	9008
14.0	7561	0	7471
15.0	6589	0	6564
16.0	5641	0	5526
17.0	4778	0	4753
18.0	4262	0	4276
19.0	3753	0	3674
20.0	3213	0	3164
21.0	2888	0	2898
22.0	2485	0	2482
23.0	2334	0	2245
24.0	1995	0	1989
25.0	1778	0	1770
26.0	1596	1	1583
27.0	1500	0	1505
28.0	1319	0	1271
29.0	1233	0	1229
30.0	1030	0	1005
31.0	1023	0	1024
32.0	960	0	959
33.0	866	0	856
34.0	771	0	776
35.0	733	0	710
36.0	673	0	666
37.0	645	0	642
38.0	579	0	601
39.0	527	0	494
40.0	497	0	466
41.0	441	0	456
42.0	452	0	443
43.0	407	0	400
44.0	354	0	349
45.0	334	0	312
46.0	327	0	334
47.0	283	0	294
48.0	321	0	324
49.0	269	0	250
50.0	262	0	259
51.0	245	0	238
52.0	217	0	220
53.0	234	0	241
54.0	221	0	217
55.0	192	0	202
56.0	216	0	210
57.0	203	0	191
58.0	168	0	159
59.0	146	0	152
60.0	150	0	141
61.0	143	0	146
62.0	126	0	125
63.0	137	0	131
64.0	109	0	121
65.0	121	0	104
66.0	96	0	97
67.0	109	0	113
68.0	101	0	95
69.0	88	0	97
70.0	99	0	87
71.0	71	0	88
72.0	91	0	71
73.0	67	0	74
74.0	79	1	81
75.0	75	0	74
76.0	79	0	67
77.0	63	0	61
78.0	55	0	62
79.0	71	0	63
80.0	43	0	54
81.0	57	0	45
82.0	54	0	53
83.0	51	0	53
84.0	50	0	59
85.0	49	0	51
86.0	44	0	37
87.0	55	0	52
88.0	42	0	37
89.0	35	0	34
90.0	35	0	36
91.0	36	0	41
92.0	41	0	32
93.0	38	0	32
94.0	22	0	20
95.0	23	0	36
96.0	43	0	44
97.0	31	0	36
98.0	39	0	27
99.0	23	0	26
100.0	34	0	34
101.0	26	0	26
102.0	25	0	27
103.0	25	0	20
104.0	20	0	18
105.0	22	0	16
106.0	19	0	20
107.0	17	0	20
108.0	12	0	10
109.0	21	0	19
110.0	11	0	13
111.0	14	0	19
112.0	19	0	18
113.0	18	0	15
114.0	12	0	14
115.0	19	0	25
116.0	21	0	20
117.0	20	0	13
118.0	17	0	22
119.0	22	0	16
120.0	8	0	10
121.0	13	0	15
122.0	11	0	13
123.0	12	0	11
124.0	12	0	9
125.0	10	0	13
126.0	14	0	8
127.0	5	0	8
128.0	14	0	10
129.0	12	0	12
130.0	11	0	14
131.0	9	0	6
132.0	7	0	2
133.0	10	0	15
134.0	6	0	10
135.0	10	0	9
136.0	4	0	4
137.0	10	0	9
138.0	14	0	12
139.0	8	0	13
140.0	10	0	7
141.0	9	0	6
142.0	8	0	10
143.0	8	0	8
144.0	2	0	5
145.0	10	0	11
146.0	10	0	8
147.0	8	0	7
148.0	5	0	7
149.0	8	0	1
150.0	5	0	5
151.0	5	0	3
152.0	1	0	4
153.0	2	0	5
154.0	7	0	4
155.0	5	0	6
156.0	5	0	4
157.0	4	0	7
158.0	6	0	4
159.0	5	0	2
160.0	1	0	5
161.0	3	0	2
162.0	5	0	5
163.0	5	0	4
164.0	2	0	3
165.0	3	0	2
166.0	5	0	5
167.0	4	0	6
168.0	5	0	5
169.0	2	0	5
170.0	5	0	1
171.0	2	0	2
172.0	4	0	4
173.0	4	0	3
174.0	1	0	3
175.0	4	0	0
176.0	2	0	3
177.0	3	0	1
178.0	2	0	5
179.0	2	0	3
180.0	1	0	2
181.0	3	0	2
182.0	4	0	3
183.0	2	0	0
184.0	1	1	1
185.0	0	0	2
186.0	0	0	1
187.0	2	0	3
188.0	4	0	5
189.0	4	0	1
190.0	2	0	1
191.0	3	0	3
192.0	1	0	2
193.0	3	0	3
194.0	3	0	2
195.0	1	0	2
196.0	3	0	2
197.0	2	0	5
198.0	2	0	1
199.0	2	0	0
200.0	0	0	1
201.0	4	0	3
202.0	1	0	2
203.0	1	0	1
204.0	2	0	0
205.0	1	0	2
206.0	2	0	1
207.0	1	0	2
208.0	1	0	4
209.0	2	0	1
210.0	2	0	1
211.0	2	0	1
212.0	2	0	2
213.0	1	0	2
214.0	2	0	1
215.0	1	0	0
216.0	2	0	1
217.0	0	0	3
218.0	1	0	2
219.0	1	0	0
220.0	2	0	1
221.0	0	0	2
222.0	3	0	0
224.0	1	0	1
225.0	2	0	3
226.0	2	0	2
227.0	1	0	0
228.0	1	0	1
229.0	0	0	1
230.0	2	0	1
231.0	1	0	1
232.0	1	0	0
233.0	0	0	2
234.0	1	0	0
235.0	1	0	1
236.0	1	0	4
237.0	2	0	0
238.0	3	0	3
239.0	0	0	1
240.0	2	0	1
241.0	1	0	1
243.0	1	0	1
244.0	1	0	1
245.0	2	0	1
246.0	1	0	0
248.0	1	0	1
249.0	1	0	1
251.0	2	0	2
253.0	1	0	1
254.0	0	0	1
256.0	1	0	0
258.0	1	0	1
259.0	0	0	1
260.0	1	0	0
261.0	1	0	2
262.0	0	0	1
263.0	0	0	1
264.0	2	0	0
265.0	2	0	1
268.0	1	0	1
269.0	1	0	1
270.0	0	0	1
272.0	1	0	0
273.0	1	0	1
275.0	1	0	1
276.0	1	0	2
278.0	1	0	0
279.0	0	0	1
280.0	1	0	0
287.0	0	0	2
289.0	1	0	0
290.0	1	0	0
291.0	1	0	1
303.0	0	0	1
307.0	1	0	0
311.0	1	0	1
320.0	0	0	1
321.0	1	0	1
322.0	1	0	0
326.0	0	0	1
327.0	1	0	1
328.0	1	0	0
333.0	1	0	1
334.0	0	0	1
335.0	1	0	2
337.0	1	0	0
338.0	1	0	0
351.0	0	0	1
355.0	1	0	0
376.0	0	0	1
377.0	1	0	0
388.0	1	0	1
405.0	1	0	1
425.0	1	0	1
430.0	0	0	1
432.0	1	0	0
470.0	1	0	1
596.0	1	0	1
647.0	1	0	1
674.0	1	0	1
692.0	0	0	1
693.0	1	0	0
821.0	1	0	1
836.0	0	0	1
838.0	1	0	0
937.0	0	0	1
946.0	1	0	0
1117.0	1	0	1
4144.0	0	0	1
