## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[IK4_R2.sorted.bam] OUTPUT=IK4_R2.mLb.mkD.sorted.bam METRICS_FILE=IK4_R2.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:29:00 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IK4_R2_T1	107314	33555671	0	1437856	47153	9390348	446180	0.280099	49661157
IK4_R2_T2	102205	21034400	0	1251007	37494	5857375	274248	0.278681	31312302

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
1.0	31251668	0	31694808
2.0	6088507	674518	5811824
3.0	1201806	20835	1081006
4.0	301073	1073	268830
5.0	119870	148	112280
6.0	70728	42	68640
7.0	49794	15	48991
8.0	37079	5	36597
9.0	29111	0	28859
10.0	23876	0	23525
11.0	19378	0	19205
12.0	16047	0	15910
13.0	13464	0	13361
14.0	11660	0	11523
15.0	9953	0	9881
16.0	8643	0	8552
17.0	7504	0	7393
18.0	6679	0	6654
19.0	5981	0	5908
20.0	5325	0	5254
21.0	4608	0	4456
22.0	4058	0	4091
23.0	3721	0	3678
24.0	3318	0	3307
25.0	3137	0	3072
26.0	2869	0	2781
27.0	2575	0	2566
28.0	2323	0	2338
29.0	2247	0	2219
30.0	2057	0	2025
31.0	1811	0	1798
32.0	1720	0	1682
33.0	1591	0	1590
34.0	1542	1	1501
35.0	1353	0	1352
36.0	1304	0	1298
37.0	1138	0	1107
38.0	1074	0	1030
39.0	1028	0	1067
40.0	1012	0	950
41.0	931	0	926
42.0	834	0	847
43.0	803	0	786
44.0	740	0	718
45.0	693	0	686
46.0	655	0	658
47.0	636	0	635
48.0	658	0	625
49.0	556	0	552
50.0	501	0	490
51.0	508	0	508
52.0	456	0	461
53.0	426	0	420
54.0	444	0	439
55.0	395	0	389
56.0	398	0	384
57.0	379	0	374
58.0	317	0	291
59.0	305	0	342
60.0	330	0	322
61.0	326	0	295
62.0	287	1	290
63.0	272	0	269
64.0	234	0	242
65.0	253	0	259
66.0	271	0	250
67.0	249	0	226
68.0	196	0	243
69.0	259	0	241
70.0	232	0	222
71.0	212	0	211
72.0	203	0	177
73.0	171	0	173
74.0	157	0	149
75.0	156	0	158
76.0	153	0	142
77.0	144	0	140
78.0	137	0	156
79.0	153	0	163
80.0	148	0	149
81.0	153	0	120
82.0	122	0	124
83.0	124	0	135
84.0	125	0	121
85.0	125	0	127
86.0	129	0	112
87.0	101	0	98
88.0	93	0	92
89.0	78	0	92
90.0	111	0	91
91.0	85	0	83
92.0	81	0	88
93.0	82	0	103
94.0	86	0	70
95.0	86	0	71
96.0	66	0	70
97.0	69	0	74
98.0	74	0	66
99.0	62	0	61
100.0	73	0	65
101.0	54	0	61
102.0	70	0	54
103.0	57	0	65
104.0	61	0	68
105.0	66	0	55
106.0	46	0	54
107.0	61	0	50
108.0	45	0	51
109.0	54	0	52
110.0	38	0	43
111.0	55	0	43
112.0	34	0	41
113.0	41	0	38
114.0	49	0	44
115.0	41	0	43
116.0	42	0	46
117.0	34	0	36
118.0	54	0	47
119.0	36	0	45
120.0	34	0	41
121.0	53	0	40
122.0	45	0	48
123.0	41	0	38
124.0	32	0	23
125.0	25	0	30
126.0	37	0	31
127.0	37	0	35
128.0	22	0	19
129.0	25	0	28
130.0	23	0	29
131.0	20	0	27
132.0	30	0	28
133.0	41	0	35
134.0	30	0	22
135.0	18	0	23
136.0	18	0	19
137.0	19	0	19
138.0	25	0	24
139.0	25	0	24
140.0	23	0	23
141.0	23	0	15
142.0	25	0	20
143.0	20	0	26
144.0	20	0	15
145.0	15	0	16
146.0	18	0	16
147.0	12	0	18
148.0	15	0	19
149.0	21	0	20
150.0	17	0	19
151.0	21	0	10
152.0	16	0	15
153.0	10	0	18
154.0	17	0	11
155.0	12	0	15
156.0	13	0	12
157.0	7	0	14
158.0	18	0	10
159.0	13	0	20
160.0	14	0	14
161.0	12	0	13
162.0	15	0	16
163.0	19	0	18
164.0	13	0	10
165.0	13	0	8
166.0	8	0	12
