## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[C24_R1.sorted.bam] OUTPUT=C24_R1.mLb.mkD.sorted.bam METRICS_FILE=C24_R1.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:31:37 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
C24_R1_T1	67659	28326063	0	581239	34368	10295102	354351	0.363622	29339315
C24_R1_T2	115505	36990218	0	616389	53863	12596417	457781	0.34073	41967384

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
1.0	33689793	0	34166488
2.0	6383308	744581	6076230
3.0	1224449	27362	1099155
4.0	325489	2636	294873
5.0	149036	633	142032
6.0	96329	207	94607
7.0	71783	92	71006
8.0	56438	38	55957
9.0	45589	21	45267
10.0	37599	14	37313
11.0	31858	6	31510
12.0	27107	4	26903
13.0	23165	4	22994
14.0	20488	2	20360
15.0	17683	1	17532
16.0	15754	2	15585
17.0	14061	0	13947
18.0	12507	0	12492
19.0	11299	1	11168
20.0	10209	0	10080
21.0	9154	0	9107
22.0	8516	0	8484
23.0	7644	0	7544
24.0	7189	0	7088
25.0	6512	0	6460
26.0	6023	0	5979
27.0	5628	0	5575
28.0	5057	0	5042
29.0	4821	0	4773
30.0	4456	0	4418
31.0	4159	0	4163
32.0	3991	0	3893
33.0	3645	0	3596
34.0	3411	0	3417
35.0	3241	0	3244
36.0	3011	0	2982
37.0	2851	0	2768
38.0	2632	0	2561
39.0	2480	0	2528
40.0	2366	0	2334
41.0	2200	0	2194
42.0	2072	0	2013
43.0	1980	0	1979
44.0	1964	0	1940
45.0	1799	0	1792
46.0	1808	0	1776
47.0	1683	0	1711
48.0	1644	0	1608
49.0	1558	0	1533
50.0	1490	0	1512
51.0	1466	0	1397
52.0	1314	0	1297
53.0	1262	0	1266
54.0	1235	0	1209
55.0	1174	0	1165
56.0	1124	0	1114
57.0	1109	0	1096
58.0	1017	0	993
59.0	977	0	993
60.0	969	0	949
61.0	869	0	894
62.0	882	0	836
63.0	809	0	821
64.0	807	0	836
65.0	789	0	714
66.0	719	0	735
67.0	739	0	706
68.0	685	0	686
69.0	665	0	684
70.0	684	0	654
71.0	642	0	628
72.0	606	0	613
73.0	580	0	548
74.0	561	0	563
75.0	564	0	578
76.0	566	0	571
77.0	528	0	502
78.0	510	0	514
79.0	523	0	506
80.0	476	0	456
81.0	414	0	455
82.0	483	0	476
83.0	450	0	422
84.0	427	0	389
85.0	396	0	405
86.0	390	0	385
87.0	376	0	398
88.0	379	0	376
89.0	377	0	371
90.0	393	0	375
91.0	340	0	351
92.0	361	0	336
93.0	303	0	328
94.0	321	0	323
95.0	301	0	285
96.0	308	0	310
97.0	291	0	268
98.0	272	0	273
99.0	276	0	270
100.0	272	0	262
101.0	263	0	259
102.0	244	0	252
103.0	257	0	262
104.0	274	0	249
105.0	214	0	210
106.0	221	0	213
107.0	214	0	245
108.0	247	0	222
109.0	192	0	199
110.0	219	0	221
111.0	187	0	190
112.0	201	0	182
113.0	204	0	194
114.0	184	0	183
115.0	183	0	189
116.0	174	0	178
117.0	182	0	182
118.0	168	0	157
119.0	164	0	168
120.0	170	0	152
121.0	158	0	158
122.0	149	0	156
123.0	149	0	163
124.0	173	0	169
125.0	151	0	142
126.0	167	0	155
127.0	134	0	135
128.0	141	0	147
129.0	127	0	130
130.0	136	0	115
131.0	130	0	128
132.0	121	0	135
133.0	134	0	132
134.0	112	0	110
135.0	118	0	122
136.0	124	0	110
137.0	124	0	124
138.0	102	0	118
139.0	117	0	106
140.0	109	0	119
141.0	112	0	101
142.0	104	0	105
143.0	110	0	110
144.0	116	0	105
145.0	94	0	105
146.0	99	0	91
147.0	106	0	82
148.0	88	0	105
149.0	89	0	89
150.0	89	0	85
151.0	82	0	89
152.0	87	0	81
153.0	85	0	86
154.0	92	0	86
155.0	74	0	86
156.0	85	0	69
157.0	76	0	69
158.0	77	0	100
159.0	102	0	88
160.0	78	0	67
161.0	70	0	62
162.0	68	0	72
163.0	69	0	65
164.0	60	0	59
165.0	58	0	62
166.0	62	0	65
167.0	56	0	74
168.0	82	0	64
169.0	59	0	53
170.0	61	0	49
171.0	54	0	63
172.0	56	0	60
173.0	52	0	62
174.0	52	0	50
175.0	56	0	47
176.0	62	0	65
177.0	54	0	48
178.0	50	0	55
179.0	52	0	48
180.0	50	0	41
181.0	47	0	53
182.0	55	0	53
183.0	54	0	51
184.0	44	0	54
185.0	48	0	40
186.0	52	0	47
187.0	49	0	41
188.0	36	0	42
189.0	44	0	39
190.0	42	0	42
191.0	46	0	48
192.0	44	0	50
193.0	40	0	49
194.0	56	0	44
195.0	36	0	44
196.0	47	0	36
197.0	45	0	41
198.0	37	0	43
199.0	42	0	41
200.0	40	0	44
201.0	39	0	43
202.0	41	0	29
203.0	35	0	29
204.0	28	0	22
205.0	34	0	41
206.0	36	0	26
207.0	32	0	34
208.0	27	0	27
209.0	26	0	34
210.0	32	0	33
211.0	34	0	32
212.0	31	0	24
213.0	27	0	29
214.0	33	0	39
215.0	32	0	25
216.0	16	0	26
217.0	26	0	24
218.0	32	0	31
219.0	29	0	23
220.0	26	0	25
221.0	23	0	31
222.0	34	0	31
223.0	31	0	38
224.0	33	0	35
225.0	27	0	18
226.0	29	0	28
227.0	26	0	22
228.0	29	0	23
