## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[IK24_R2.sorted.bam] OUTPUT=IK24_R2.mLb.mkD.sorted.bam METRICS_FILE=IK24_R2.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:32:02 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IK24_R2_T1	135722	33300844	0	975984	59151	10893909	448470	0.327357	40005778
IK24_R2_T2	138756	29418188	0	789104	56082	8979033	372201	0.305453	38756702

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
1.0	33935878	0	34429595
2.0	6586042	761657	6273391
3.0	1296411	25246	1163645
4.0	336373	1945	302705
5.0	144498	360	136604
6.0	89307	133	87104
7.0	64646	43	63940
8.0	49934	17	49363
9.0	40045	11	39777
10.0	32782	5	32545
11.0	27241	2	26896
12.0	23086	1	22790
13.0	19782	0	19731
14.0	17054	0	16907
15.0	14890	0	14726
16.0	12964	1	12865
17.0	11429	0	11292
18.0	10229	0	10169
19.0	9102	0	8963
20.0	8199	0	8143
21.0	7386	0	7319
22.0	6707	0	6701
23.0	6078	0	6030
24.0	5523	0	5418
25.0	5061	0	4996
26.0	4663	0	4676
27.0	4213	1	4167
28.0	4024	0	3958
29.0	3769	0	3723
30.0	3329	0	3307
31.0	3177	0	3155
32.0	2857	0	2791
33.0	2712	0	2743
34.0	2590	0	2504
35.0	2360	0	2309
36.0	2225	0	2210
37.0	2101	0	2066
38.0	1974	0	1964
39.0	1772	0	1823
40.0	1763	0	1708
41.0	1658	0	1623
42.0	1524	0	1522
43.0	1502	0	1485
44.0	1390	0	1404
45.0	1380	0	1324
46.0	1183	0	1170
47.0	1183	0	1180
48.0	1144	0	1141
49.0	1080	0	1042
50.0	1029	0	1032
51.0	963	0	970
52.0	968	0	950
53.0	915	0	901
54.0	835	0	808
55.0	804	0	789
56.0	757	0	782
57.0	767	0	744
58.0	728	0	734
59.0	666	0	635
60.0	638	0	626
61.0	624	0	608
62.0	583	0	561
63.0	550	0	560
64.0	559	0	563
65.0	538	0	532
66.0	492	0	477
67.0	525	0	541
68.0	454	0	443
69.0	436	0	415
70.0	452	0	463
71.0	440	0	403
72.0	409	0	437
73.0	392	0	369
74.0	365	0	368
75.0	354	0	349
76.0	364	0	364
77.0	325	0	308
78.0	312	0	315
79.0	341	0	343
80.0	303	0	273
81.0	257	0	259
82.0	293	0	300
83.0	272	0	278
84.0	248	0	237
85.0	244	0	277
86.0	280	0	245
87.0	242	0	244
88.0	228	0	232
89.0	254	0	261
90.0	230	0	212
91.0	218	0	227
92.0	240	0	205
93.0	201	0	199
94.0	197	0	211
95.0	185	0	195
96.0	204	0	180
97.0	158	0	157
98.0	173	0	167
99.0	158	0	178
100.0	167	0	149
101.0	159	0	151
102.0	157	0	169
103.0	155	0	157
104.0	179	0	165
105.0	168	0	161
106.0	138	0	126
107.0	130	0	130
108.0	114	0	129
109.0	131	0	131
110.0	131	0	132
111.0	132	0	127
112.0	121	0	108
113.0	132	0	129
114.0	117	0	127
115.0	128	0	109
116.0	107	0	123
117.0	103	0	96
118.0	111	0	108
119.0	87	0	83
120.0	111	0	93
121.0	76	0	81
122.0	80	0	96
123.0	86	0	83
124.0	77	0	77
125.0	91	0	93
126.0	92	0	92
127.0	87	0	83
128.0	87	0	83
129.0	76	0	85
130.0	74	0	71
131.0	91	0	83
132.0	81	0	67
133.0	57	0	48
134.0	67	0	67
135.0	59	0	60
136.0	61	0	67
137.0	61	0	55
138.0	49	0	59
139.0	62	0	53
140.0	60	0	48
141.0	42	0	54
142.0	53	0	41
143.0	50	0	62
144.0	51	0	65
145.0	72	0	60
146.0	57	0	48
147.0	54	0	57
148.0	48	0	40
149.0	42	0	45
150.0	36	0	40
151.0	47	0	51
152.0	48	0	50
153.0	40	0	40
154.0	48	0	45
155.0	53	0	50
156.0	48	0	38
157.0	41	0	41
158.0	41	0	48
